file_number,message_id,title,author,author_link,author_id
183109,message #580791,xwt browser,FD ,index.php?t=usrinfo&id=92328&,92328
183111,message #580794,Problem with a method specification,Jorge Gomez Sanz,index.php?t=usrinfo&id=29572&,29572
183112,message #580797,How to aspectize a set of eclipse plugins?,Michael Scharf,index.php?t=usrinfo&id=5284&,5284
183113,message #580799,[EGit] clone and push back process problems,Kay Huber,index.php?t=usrinfo&id=38589&,38589
183114,message #580801,ECF Milestone 1 Release Available,Scott Lewis,index.php?t=usrinfo&id=10749&,10749
183115,message #580803,Unable to see some wrapped plugin from the target platform,Baptiste Mathus,index.php?t=usrinfo&id=33320&,33320
183116,message #580807,Merging two adjacent cells in Grid,Ali Naddaf,index.php?t=usrinfo&id=46429&,46429
183117,message #580814,How's this for an idea -Support for creating Draw2D objects in VE?,Sean Woodhouse,index.php?t=usrinfo&id=8492&,8492
183118,message #580810,[stp-newsgroup] Phil Coulthard/Toronto/IBM is out of the office,Phil Coulthard,index.php?t=usrinfo&id=8938&,8938
183119,message #580817,How to run validation on xsd resource,Lance Phillips,index.php?t=usrinfo&id=3028&,3028
183120,message #580816,Migration to newever library version,Roman Smirak,index.php?t=usrinfo&id=40254&,40254
183121,message #580818,e4 Testing with XWTTestCase,St Clair Clarke,index.php?t=usrinfo&id=70797&,70797
183122,message #580824,E4 and Babel,Werner Keil,index.php?t=usrinfo&id=36613&,36613
183124,message #580832,xalan dependency,David Black,index.php?t=usrinfo&id=28713&,28713
183125,message #580833,OpenUP/DSDM,Roman Smirak,index.php?t=usrinfo&id=40254&,40254
183126,message #580834,ecf for client/server rcp,Eclipse User,/donate,0
183127,message #580840,[Announce] EMFT OCL 1.0.0 I200606151627 is available,Eclipse User,/donate,0
183128,message #580845,is there a batch validation hook in Xtext?,Henrik Rentz-Reichert,index.php?t=usrinfo&id=15396&,15396
183129,message #580848,Could not get Device instance ID!,Eclipse User,/donate,0
183130,message #580849,Serial Port Support for Linux,Eclipse User,/donate,0
183131,message #580850,Babel packages for Helios,Ovidio Mallo,index.php?t=usrinfo&id=44715&,44715
183132,message #580851,Getting the Eclipse Context for DI,U. Geerds,index.php?t=usrinfo&id=90528&,90528
183133,message #580854,Eclipse 3.4 Headless Build Issues,Tom Stephens,index.php?t=usrinfo&id=53338&,53338
183134,message #580856,OutOfMemoryError with RC3,Eclipse User,/donate,0
183135,message #580852,3.5M5 Riena not yet,Christian Campo,index.php?t=usrinfo&id=35700&,35700
183136,message #580857,IResource help,Lance Phillips,index.php?t=usrinfo&id=3028&,3028
183137,message #580864,[Announce] EMFT QUERY 1.0.0 I200606151656 is available,Eclipse User,/donate,0
183138,message #580869,[EuGENia] unable to create some elements,Vasco Sousa,index.php?t=usrinfo&id=69164&,69164
183139,message #580873,Re: [stp-newsgroup] xalan dependency,Sebastian Carbajales,index.php?t=usrinfo&id=26320&,26320
183140,message #580875,Parameter type Class causes UnsoppertedOperationException,Peter Villiger,index.php?t=usrinfo&id=11460&,11460
183141,message #580878,Server update?,Frank Gerhardt,index.php?t=usrinfo&id=8071&,8071
183142,message #580881,Riena 1.1.0.M5 available,Christian Campo,index.php?t=usrinfo&id=35700&,35700
183143,message #580884,Cannot create an aspect in Eclipse,Fintan,index.php?t=usrinfo&id=11593&,11593
183144,message #580886,Skype Integration,Thomas Derflinger,index.php?t=usrinfo&id=15693&,15693
183145,message #580887,EGit download page error,Krisztian VASAS,index.php?t=usrinfo&id=85814&,85814
183146,message #580891,[Announce] EMFT VALIDATION 1.0.0 I200606151704 is available,Eclipse User,/donate,0
183147,message #580896,how to know which tasks are used by which processes,Eclipse User,/donate,0
183148,message #580895,Mylyn trac tickets priority always a P3,Brendon,index.php?t=usrinfo&id=40152&,40152
183149,message #580897,postgres driver definitions?,Scott Lewis,index.php?t=usrinfo&id=10749&,10749
183150,message #580902,Determining Plug-ins in a Feature,Tom Stephens,index.php?t=usrinfo&id=53338&,53338
183151,message #580911,Re: [stp-newsgroup] xalan dependency,Sebastian Carbajales,index.php?t=usrinfo&id=26320&,26320
183152,message #580908,Multimedia volume control,Eclipse User,/donate,0
183153,message #580915,processes and configurations relationship,Eclipse User,/donate,0
183154,message #580919,[Announce] EMFT TRANSACTION 1.0.0 I200606151710 is available,Eclipse User,/donate,0
183155,message #580923,Re: Sapphire - Focus on Localization,Werner Keil,index.php?t=usrinfo&id=36613&,36613
183156,message #580924,Testing Text style,St Clair Clarke,index.php?t=usrinfo&id=70797&,70797
183157,message #580926,[EGit] (How) can I get a git history of a folder?,Kay Huber,index.php?t=usrinfo&id=38589&,38589
183158,message #580929,Re: [stp-newsgroup] classes exclusion for runtime version,keanu,index.php?t=usrinfo&id=19889&,19889
183159,message #580933,MTJ and Java SDK 3: bullshit,bastard_troll ,index.php?t=usrinfo&id=87327&,87327
183160,message #580932,Initiate Project,Roman Smirak,index.php?t=usrinfo&id=40254&,40254
183161,message #580931,cvs and Target Platform,P. Michael Hutchins,index.php?t=usrinfo&id=46757&,46757
183162,message #580935,[Announce] EMFT JET 0.7.0 I200606150846 is available,Paul Elder,index.php?t=usrinfo&id=9838&,9838
183163,message #580936,Unloading an XSDResource,Lance Phillips,index.php?t=usrinfo&id=3028&,3028
183164,message #580947,analyziing XSDSimpleTypeDefinitions,Dennis Fuglsang,index.php?t=usrinfo&id=3275&,3275
183165,message #580949,Login Module,Paul Signer,index.php?t=usrinfo&id=210&,210
183166,message #580950,IPathGroup issues,Henrik Lindberg,index.php?t=usrinfo&id=31122&,31122
183167,message #580955,EPF 1.2 Released!,Per Kroll,index.php?t=usrinfo&id=25853&,25853
183168,message #580956,RSEC1002,kevin,index.php?t=usrinfo&id=64429&,64429
183169,message #580958,Which OpenEMR?,Gary,index.php?t=usrinfo&id=5832&,5832
183170,message #580960,Supporting Parallel Builds,Henrik Lindberg,index.php?t=usrinfo&id=31122&,31122
183171,message #580968,B2J Plugin Installation,Rajesh Jain,index.php?t=usrinfo&id=24047&,24047
183172,message #580974,[Announce] EMFT OCL 1.0.0RC5 is available,Eclipse User,/donate,0
183173,message #580972,About a characteristic of VE.,Eclipse User,/donate,0
183174,message #580975,Documentation / References,Carsten Spieker,index.php?t=usrinfo&id=40240&,40240
183175,message #580982,I can't install the Mobile Tools for Java v1.1 in JBuilder 2008 R2,Missing name Missing name,index.php?t=usrinfo&id=88185&,88185
183176,message #580986,Anyone at Java One?,Andrew Clement,index.php?t=usrinfo&id=1892&,1892
183177,message #580993,"Applications available for IHE North America Connectathon, January 2008",No real name,index.php?t=usrinfo&id=31666&,31666
183178,message #580997,Is DTP suitable for Oracle pl/sql development?,Eclipse User,/donate,0
183179,message #580998,"Navigator -> New -> File -> Addvanced -> Link -> RSE = no files, but folders",Daniela Waranie,index.php?t=usrinfo&id=65130&,65130
183180,message #581018,Using ODA from own application,Nikolai Raitsev,index.php?t=usrinfo&id=47358&,47358
183181,message #581016,[Announce] EMFT QUERY 1.0.0RC5 is available,Eclipse User,/donate,0
183182,message #581017,OHF - IHE Plugin question,Venkataraman Sethuraman,index.php?t=usrinfo&id=41659&,41659
183183,message #581025,[stp-newsgroup] how about refactoring b2j to use osgi,keanu,index.php?t=usrinfo&id=19889&,19889
183184,message #581037,Override or extend default delete action,David Johnson,index.php?t=usrinfo&id=39361&,39361
183185,message #581038,"""C/C++ Remote Application"" not available in run configurations",Alex Styler,index.php?t=usrinfo&id=65082&,65082
183186,message #581036,IHE Updates for 2008,Matthew Davis,index.php?t=usrinfo&id=31181&,31181
183187,message #581042,SCA v0.95 EMF model contribution?,David Black,index.php?t=usrinfo&id=28713&,28713
183188,message #581045,New ResourceBundle Editor for Eclipse,Werner Keil,index.php?t=usrinfo&id=36613&,36613
183189,message #581046,Compatibilty with RMC 7.x ?,Karim Benameur,index.php?t=usrinfo&id=39076&,39076
183190,message #581047,RAP Support,Hasan Ceylan,index.php?t=usrinfo&id=43458&,43458
183191,message #581053,Re: [stp-newsgroup] SCA v0.95 EMF model contribution?,Daniel Berg,index.php?t=usrinfo&id=574&,574
183192,message #581056,AJDT 1.1.10 Samples problem with Eclipse 3.0,Eclipse User,/donate,0
183193,message #581060,debug opens .java instead of .class,Lars Fischer,index.php?t=usrinfo&id=49996&,49996
183194,message #581059,[Announce] EMFT VALIDATION 1.0.0RC5 is available,Eclipse User,/donate,0
183195,message #581063,Any ideas to automate the publication ?,Karim Benameur,index.php?t=usrinfo&id=39076&,39076
183196,message #581061,Update VE via Update Manager,Dirk Segelhorst,index.php?t=usrinfo&id=10637&,10637
183197,message #581064,Build File Syntax on Wiki,Henrik Lindberg,index.php?t=usrinfo&id=31122&,31122
183198,message #581065,openSolaris ? What is the story ?,gary mazz,index.php?t=usrinfo&id=65192&,65192
183199,message #581066,data binding,FD ,index.php?t=usrinfo&id=92328&,92328
183200,message #581067,[stp-newsgroup] Phil Coulthard/Toronto/IBM is out of the office,Phil Coulthard,index.php?t=usrinfo&id=8938&,8938
183201,message #581071,OHF Face to Face meeting,Grahame Grieve,index.php?t=usrinfo&id=24096&,24096
183202,message #581074,Possible EPF 1.2 side effect on published web site ?  different naming convention + change in ID,Karim Benameur,index.php?t=usrinfo&id=39076&,39076
183203,message #581075,Help for newbie,Lance Phillips,index.php?t=usrinfo&id=3028&,3028
183204,message #581080,NPE when pasting github URL in push wizard,Christophe Bouhier,index.php?t=usrinfo&id=61108&,61108
183205,message #581081,"RSE can't open files in some directory, which give the RSEG1067 error",Misoullee,index.php?t=usrinfo&id=35004&,35004
183206,message #581082,PDE Build -> debugInfo,Michael Heiss,index.php?t=usrinfo&id=52814&,52814
183207,message #581084,Right-click a query node to add a task could help more,Paul McConkey,index.php?t=usrinfo&id=37483&,37483
183208,message #581089,ETL transformations involving enumerations,Eclipse User,/donate,0
183209,message #581091,[Announce] EMFT TRANSACTION 1.0.0RC5 is available,Eclipse User,/donate,0
183210,message #581097,Invalid thread access,Swetha,index.php?t=usrinfo&id=42775&,42775
183211,message #581096,Re: [stp-newsgroup] SCA v0.95 EMF model contribution?,Daniel Berg,index.php?t=usrinfo&id=574&,574
183212,message #581099,Question on Patient Identity Feed Transaction,umesh shaw,index.php?t=usrinfo&id=42419&,42419
183213,message #581102,Cannot view data,Eclipse User,/donate,0
183214,message #581104,Bug in validation?,Lance Phillips,index.php?t=usrinfo&id=3028&,3028
183215,message #581106,Eclipse shell sharing with EPF Composer 1.2: an example,Peter Haumer,index.php?t=usrinfo&id=24321&,24321
183216,message #581108,[Announce] Joint Eclipse/OMG Symposia,Kenn Hussey,index.php?t=usrinfo&id=1904&,1904
183217,message #581121,Re: [stp-newsgroup] SCA v0.95 EMF model contribution?,Oisin Hurley,index.php?t=usrinfo&id=24214&,24214
183218,message #581119,HTTP Proxy and PHP ?,Michal Chmielewski,index.php?t=usrinfo&id=23128&,23128
183219,message #581118,Multimedia problem,Eclipse User,/donate,0
183220,message #581129,[Announce] EMFT JET 0.7.0RC5 is available,Paul Elder,index.php?t=usrinfo&id=9838&,9838
183221,message #581130,Logging in Scout Framework,Stephan Leicht Vogt,index.php?t=usrinfo&id=206841&,206841
183223,message #581136,Graphshare,Ben Chu,index.php?t=usrinfo&id=27125&,27125
183224,message #581135,[Announce] BPMN2 component proposal,Kenn Hussey,index.php?t=usrinfo&id=1904&,1904
183225,message #581141,MESA10501Test.java fails while setting the value for QPD-3-5,umesh shaw,index.php?t=usrinfo&id=42419&,42419
183226,message #581143,Using midp_2.0 library in Eclipse,No real name,index.php?t=usrinfo&id=89316&,89316
183227,message #581150,Re: [stp-newsgroup] SCA v0.95 EMF model contribution?,Daniel Berg,index.php?t=usrinfo&id=574&,574
183228,message #581151,Server Side Preferences,Flavio Donze,index.php?t=usrinfo&id=49367&,49367
183229,message #581158,ocl and database(future plans),Selcuk Aya,index.php?t=usrinfo&id=28139&,28139
183230,message #581163,NoAspectBoundException when debugging Aspect with,Mark Eagle,index.php?t=usrinfo&id=1572&,1572
183231,message #581166,XWT.open string,FD ,index.php?t=usrinfo&id=92328&,92328
183232,message #581165,[Fwd: trouble creating updates for plugin],Anil Samuel,index.php?t=usrinfo&id=24646&,24646
183233,message #581167,RSS feed for this newsgroup,Daniel Ford,index.php?t=usrinfo&id=27941&,27941
183234,message #581169,Invalid Preverifier file,Eclipse User,/donate,0
183235,message #581173,[Announce] IMM component proposal,Kenn Hussey,index.php?t=usrinfo&id=1904&,1904
183236,message #581174,Re: [stp-newsgroup] SCA v0.95 EMF model contribution?,Oisin Hurley,index.php?t=usrinfo&id=24214&,24214
183237,message #581177,Unable to create view: Plug-in was unable to load class,Dozla,index.php?t=usrinfo&id=53440&,53440
183238,message #581178,Installing VE 1.0.0 on Eclipse3.0M7 issue,NM,index.php?t=usrinfo&id=33694&,33694
183239,message #581184,Re: Logging in Scout Framework,Arthur vD,index.php?t=usrinfo&id=78988&,78988
183240,message #581194,CDO,Chris Lenz,index.php?t=usrinfo&id=27804&,27804
183241,message #581189,[Fwd: trouble creating updates for plugin],Anil Samuel,index.php?t=usrinfo&id=24646&,24646
183242,message #581202,Not possible to vote on EGit bugs?,darkangel,index.php?t=usrinfo&id=16899&,16899
183244,message #581204,visual editor disappeared,Eclipse User,/donate,0
183245,message #581213,Can't make Eclipse e4 product (Standalong application)),Yura Lypa,index.php?t=usrinfo&id=93071&,93071
183246,message #581214,ETL: creation of arbitrary number of target traceable elements,Esther,index.php?t=usrinfo&id=28845&,28845
183247,message #581215,RSE:How to set timeout to stop the connecting state?,hemeihua,index.php?t=usrinfo&id=65233&,65233
183248,message #581216,Plug-in with AspectJ (PDE Development) - How do I run AspectJ Instrumented Plugin ?,Eclipse User,/donate,0
183249,message #581217,Using ECF on RCP,Tony Lam,index.php?t=usrinfo&id=16540&,16540
183250,message #581223,[Fwd: help with releng.eclipsebuilder],Anil Samuel,index.php?t=usrinfo&id=24646&,24646
183251,message #581225,OCL or QUERY and CDO,Chris Lenz,index.php?t=usrinfo&id=27804&,27804
183252,message #581227,"Junit4 plugin test doesn'r run: ""Test class not found in selected project""",David,index.php?t=usrinfo&id=53441&,53441
183253,message #581228,"ihenews: Applications available for IHE North America Connectathon, January 2008",No real name,index.php?t=usrinfo&id=31666&,31666
183255,message #581240,CDateTime uses a lot of Windows handles,Nicolas Bihan,index.php?t=usrinfo&id=29675&,29675
183256,message #581241,test msg,Eclipse User,/donate,0
183257,message #581244,SQL Editor,Francine Mising name,index.php?t=usrinfo&id=45796&,45796
183258,message #581248,RSE:What is the use of RemoteSystemsTempFiles in workspace?,hemeihua,index.php?t=usrinfo&id=65233&,65233
183259,message #581249,ECF version 0.2.0,Scott Lewis,index.php?t=usrinfo&id=10749&,10749
183260,message #581256,persistance,No real name,index.php?t=usrinfo&id=90829&,90829
183262,message #581259,IHE Profile Support for 2008 Connectathons,Matthew Davis,index.php?t=usrinfo&id=31181&,31181
183263,message #581261,Problem running VE 0.5.0,Tobi ,index.php?t=usrinfo&id=85196&,85196
183264,message #581263,Trying to Validate using SAX,Eclipse User,/donate,0
183265,message #581266,Binding,Werner Keil,index.php?t=usrinfo&id=36613&,36613
183266,message #581268,SwtApplication vs AbstractApplication,Velganesh Subramanian,index.php?t=usrinfo&id=52976&,52976
183267,message #581272,Folder/File rights (chwon/chmod),Eclipse User,/donate,0
183268,message #581274,Make plugins for legacy Java code,Hauke Fuhrmann,index.php?t=usrinfo&id=41086&,41086
183269,message #581279,Zest usage on a Graph Theory plugin,Ugo Sangiorgi,index.php?t=usrinfo&id=36356&,36356
183270,message #581287,Re: Installation problems on Linux/x64,No real name,index.php?t=usrinfo&id=91911&,91911
183271,message #581286,"OHF Workshop at IHE/HIMSS Participant Workshop - October 4, 2007 in Chicago",Matthew Davis,index.php?t=usrinfo&id=31181&,31181
183273,message #581294,Use the config.ini for parameterized delivery,Sandro Schifferle,index.php?t=usrinfo&id=81613&,81613
183274,message #581303,DTP Connectivity Features for 0.9.1 and 1.0,Rob Cernich,index.php?t=usrinfo&id=15399&,15399
183275,message #581311,createSharedObject in RCP leads to ClassNotFoundException,Simon Li,index.php?t=usrinfo&id=12086&,12086
183276,message #581318,Riena 1.1.0.M6,Christian Campo,index.php?t=usrinfo&id=35700&,35700
183277,message #581320,Nested Operations by importing EOL Files - using Java,Anonymous ,index.php?t=usrinfo&id=68095&,68095
183278,message #581317,Gallery Item Text Color,Swetha,index.php?t=usrinfo&id=42775&,42775
183279,message #581321,Is this Newsgroup dead?,Eclipse User,/donate,0
183280,message #581322,Bookmarks,Ali Burak Kulakli,index.php?t=usrinfo&id=24864&,24864
183281,message #581329,TM 3.1 is released with Galileo,Martin Oberhuber,index.php?t=usrinfo&id=13001&,13001
183282,message #581330,Confusion about Eclipse 4.0 Application Model,Ralf Zahn,index.php?t=usrinfo&id=57186&,57186
183283,message #581331,What's New in MDT?,Kenn Hussey,index.php?t=usrinfo&id=1904&,1904
183284,message #581332,XML Document Validation,Eclipse User,/donate,0
183285,message #581338,Using ECF as an Enterprise service Bus framework?,Bob Balfe,index.php?t=usrinfo&id=15833&,15833
183287,message #581346,No authentication service,Carsten Spieker,index.php?t=usrinfo&id=40240&,40240
183288,message #581347,No TM monthly meeting on 1-Jul,Martin Oberhuber,index.php?t=usrinfo&id=13001&,13001
183289,message #581365,XWT + lazy content provider,guls,index.php?t=usrinfo&id=93638&,93638
183291,message #581367,release dates for the Mylyn 3.0 cycle,Mik Kersten,index.php?t=usrinfo&id=1790&,1790
183292,message #581369,GDB Warnings (Wrong Library or Version Mismatch?),DB Mising name,index.php?t=usrinfo&id=60626&,60626
183293,message #581373,OHF Bridge Installation,Eclipse User,/donate,0
183294,message #581377,MTJ 1.1.1 Release Candidate,Gorkem Ercan,index.php?t=usrinfo&id=9338&,9338
183295,message #581378,[JGit] History details,Andrey ,index.php?t=usrinfo&id=85665&,85665
183296,message #581380,Trying to create an XSD annotation element,Hayden Marchant,index.php?t=usrinfo&id=6107&,6107
183297,message #581386,e4 and JFace Wizards,St Clair Clarke,index.php?t=usrinfo&id=70797&,70797
183298,message #581393,hidden files do not show on remote server,Ako Ito,index.php?t=usrinfo&id=65685&,65685
183299,message #581394,extends relation,Eclipse User,/donate,0
183300,message #581396,OHF Bridge installation,Eclipse User,/donate,0
183301,message #581399,Headless Pde build : build All,Bertrand,index.php?t=usrinfo&id=52911&,52911
183302,message #581403,Aspect Visualizer Failure,Bob Ollerton,index.php?t=usrinfo&id=11652&,11652
183304,message #581410,Features similar to Sun Studio Creator 2,Paul,index.php?t=usrinfo&id=3326&,3326
183305,message #581417,ECF Discovery API:  NEW,Scott Lewis,index.php?t=usrinfo&id=10749&,10749
183306,message #581416,Aspect Visualizer Failure,Bob Ollerton,index.php?t=usrinfo&id=11652&,11652
183307,message #581418,Where to post the expected feature for Eclipse IDE?,tcanvn ,index.php?t=usrinfo&id=94453&,94453
183308,message #581424,One service instance for all clients?,Henzler Peter,index.php?t=usrinfo&id=61227&,61227
183309,message #581426,relative location of driver JAR file,Radim,index.php?t=usrinfo&id=29910&,29910
183310,message #581428,Workbench Save Restore,FAATH ,index.php?t=usrinfo&id=94089&,94089
183311,message #581437,Should I count on Virgo?,Artem B,index.php?t=usrinfo&id=86379&,86379
183312,message #581446,Recommended size of repositories and management of private repositories,Jens von Pilgrim,index.php?t=usrinfo&id=5561&,5561
183313,message #581448,Gradle,Romain Deltour,index.php?t=usrinfo&id=38823&,38823
183314,message #581453,[Announce] MDT UML2  is available,Kenn Hussey,index.php?t=usrinfo&id=1904&,1904
183315,message #581455,"Plugins in ""Target Platform""",Eclipse User,/donate,0
183316,message #581457,[Announce] SBVR component proposal,Kenn Hussey,index.php?t=usrinfo&id=1904&,1904
183317,message #581458,Re: OHF Bridge Installation,Ed Merks,index.php?t=usrinfo&id=2253&,2253
183318,message #581461,EGit not working in Galileo 3.5.2?,No real name,index.php?t=usrinfo&id=77196&,77196
183319,message #581465,Recursive operation - use of Sequence.add(),Eclipse User,/donate,0
183320,message #581466,Headless xsd2genmodel ?,Ron Yang,index.php?t=usrinfo&id=9266&,9266
183321,message #581469,A Critique of the Presence API,Eclipse User,/donate,0
183322,message #581472,[Announce] EMFT OCL 1.0.0RC6 is available,Eclipse User,/donate,0
183323,message #581473,oaw: Outline View not working in xtext generated editor,Andreas Voss,index.php?t=usrinfo&id=4755&,4755
183324,message #581482,Update site broken?,Laimonas ,index.php?t=usrinfo&id=86740&,86740
183325,message #581488,com.sun.crypto.provider Import-Package could not be resolved.,No real name,index.php?t=usrinfo&id=86586&,86586
183326,message #581499,[Announce] MDT UML2 2.0.3 M200702011536 is available,Kenn Hussey,index.php?t=usrinfo&id=1904&,1904
183327,message #581515,"The first Milestone, 2.1.0.M01, has shipped.",Chris Frost,index.php?t=usrinfo&id=75401&,75401
183328,message #581516,[Epsilon] Informations about transformations strategies,Eclipse User,/donate,0
183329,message #581518,[Announce] EMFT QUERY 1.0.0RC6 is available,Eclipse User,/donate,0
183330,message #581517,Sequence diagram with Papyrus,Thomas Winkler,index.php?t=usrinfo&id=52469&,52469
183331,message #581522,CTreeViewer status,Al Major,index.php?t=usrinfo&id=14278&,14278
183332,message #581524,Re: [OCL Tools] Downloads,Eclipse User,/donate,0
183333,message #581526,bugzilla components,Henrik Lindberg,index.php?t=usrinfo&id=31122&,31122
183334,message #581530,Reuse eclipse 3.x views,msultakov ,index.php?t=usrinfo&id=94268&,94268
183335,message #581532,Peut-on poser ses questions en français ?,Pierre8r,index.php?t=usrinfo&id=58894&,58894
183336,message #581534,Link property with 4 field...i don't set all [URGENT],marco ,index.php?t=usrinfo&id=68637&,68637
183337,message #581535,[Announce] MDT UML2 2.1.0 I200702012039 is available,Kenn Hussey,index.php?t=usrinfo&id=1904&,1904
183338,message #581537,XDS pre-connectathon tests - how strict is it?,Takeo Satomi,index.php?t=usrinfo&id=42063&,42063
183339,message #581538,Create Application model depending on login information,Carsten Spieker,index.php?t=usrinfo&id=40240&,40240
183340,message #581543,Define Vision#Gather stakeholder requests,Roman Smirak,index.php?t=usrinfo&id=40254&,40254
183341,message #581544,Using privileged ports for RSE,Denise Schmidt,index.php?t=usrinfo&id=47213&,47213
183342,message #581546,[Announce] EMFT VALIDATION 1.0.0RC6 is available,Eclipse User,/donate,0
183343,message #581550,uml2 file format,Jochen Zimmermann,index.php?t=usrinfo&id=63332&,63332
183344,message #581551,Peut-on faire du reverse d'un programme Java avec Papyrus ?,Pierre8r,index.php?t=usrinfo&id=58894&,58894
183345,message #581552,Managing Imports,John Bailo,index.php?t=usrinfo&id=52666&,52666
183346,message #581553,Visibility of link when i click group element in the diagram,marco ,index.php?t=usrinfo&id=68637&,68637
183347,message #581554,doc/lit and document titles,Jesse Pangburn,index.php?t=usrinfo&id=42213&,42213
183348,message #581555,How how to send settings for a service call,Henzler Peter,index.php?t=usrinfo&id=61227&,61227
183349,message #581558,AJDT 1.1.11 released for Eclipse 3.0,Andrew Clement,index.php?t=usrinfo&id=1892&,1892
183350,message #581560,NullPointerException when opening DDL wizard.,Michael Dick,index.php?t=usrinfo&id=25863&,25863
183351,message #581568,Drag and select the TreeItems in TreeViewer,Swetha,index.php?t=usrinfo&id=42775&,42775
183352,message #581570,LPG Version Needed for DTP 0.9,Eclipse User,/donate,0
183353,message #581572,Change log,Стоян Димитров,index.php?t=usrinfo&id=48794&,48794
183354,message #581575,[Announce] EMFT TRANSACTION 1.0.0RC6 is available,Eclipse User,/donate,0
183355,message #581584,warning in ajdt 1.1.11 (zip download),Haris Peco,index.php?t=usrinfo&id=4823&,4823
183356,message #581591,b3 build files DSL in XText - annotaded sample b3 file,Henrik Lindberg,index.php?t=usrinfo&id=31122&,31122
183357,message #581595,[Announce] EMFT JET 0.7.0RC6 is available,Paul Elder,index.php?t=usrinfo&id=9838&,9838
183358,message #581597,OHF Bridge Mesa test 10501,Jesse Pangburn,index.php?t=usrinfo&id=42213&,42213
183359,message #581610,[Announce] EMFT NET4J 1.0.0RC9 is available,Eike Stepper,index.php?t=usrinfo&id=10003&,10003
183360,message #581612,AspectJ advices always yield a warning,Michael Moser,index.php?t=usrinfo&id=299&,299
183361,message #581614,Re: [TCS] TCS reference,Frédéric Jouault,index.php?t=usrinfo&id=22543&,22543
183362,message #581619,The 'no duplicates' constraint is violated,mike,index.php?t=usrinfo&id=6811&,6811
183363,message #581620,action and results - how many invocations of actor?,Henrik Lindberg,index.php?t=usrinfo&id=31122&,31122
183364,message #581621,Explicit invocation of ETL rule,Eclipse User,/donate,0
183365,message #581623,Authorizarion Service on client side causes problems,Carsten Spieker,index.php?t=usrinfo&id=40240&,40240
183366,message #581629,[ATL] Datatype mapping during Ecore to KM3 extraction,Eclipse User,/donate,0
183367,message #581637,How to add a todo for a task?,Eclipse User,/donate,0
183368,message #581640,DOM input,mike,index.php?t=usrinfo&id=6811&,6811
183369,message #581639,[Announce] EMFT CDO 1.0.0RC9 is available,Eike Stepper,index.php?t=usrinfo&id=10003&,10003
183370,message #581643,Null Pointer Exception when invoking .asOrderedSet in EOL query,Sajit ,index.php?t=usrinfo&id=70016&,70016
183371,message #581646,Problem with Milestone1-Tutorial,martin,index.php?t=usrinfo&id=21531&,21531
183372,message #581654,Problem with the use case diagram,Rasha,index.php?t=usrinfo&id=55690&,55690
183373,message #581657,fix for cosmetic painting problem in PGroup,Swavek ,index.php?t=usrinfo&id=80547&,80547
183374,message #581656,Roadmap?,Bob Gallagher,index.php?t=usrinfo&id=25165&,25165
183375,message #581666,TransactionalEditingDomain - how to write,steve rooks,index.php?t=usrinfo&id=25390&,25390
183376,message #581683,[MOFScript] executing transformation,Andy Carpenter,index.php?t=usrinfo&id=44833&,44833
183377,message #581688,Could we add text alignment in grid varying by row,Swavek ,index.php?t=usrinfo&id=80547&,80547
183378,message #581679,Eclippse Application Admin and e4,Roland Tepp,index.php?t=usrinfo&id=13874&,13874
183379,message #581692,Questions about the published .war file,Ward,index.php?t=usrinfo&id=29550&,29550
183380,message #581698,EGit zip file for local archive,Gary Anderson,index.php?t=usrinfo&id=85357&,85357
183381,message #581702,Install Bundles,Michael Heiss,index.php?t=usrinfo&id=52814&,52814
183382,message #581704,Project set file for SVN checkout,Tom Morris,index.php?t=usrinfo&id=18447&,18447
183383,message #581713,ocl for a unique name,Eclipse User,/donate,0
183384,message #581718,40% off publishing time needed :),danny foncke,index.php?t=usrinfo&id=22024&,22024
183385,message #581719,UNCONFIRMED bug reports?,Kevin Sutter,index.php?t=usrinfo&id=25820&,25820
183386,message #581723,Cygwin Support?,Renaud Denis,index.php?t=usrinfo&id=16690&,16690
183387,message #581725,Debugging externally built projects,Jeff Loomis,index.php?t=usrinfo&id=10967&,10967
183388,message #581726,EclipseCon 2009 talk and BoF,Christian Campo,index.php?t=usrinfo&id=35700&,35700
183389,message #581730,Search at a Glance (in case not all of this is in E4 yet),Werner Keil,index.php?t=usrinfo&id=36613&,36613
183390,message #581732,Re: erreur validation,Tom Morris,index.php?t=usrinfo&id=18447&,18447
183391,message #581737,Getting sendig host when using client monitoring,Carsten Spieker,index.php?t=usrinfo&id=40240&,40240
183392,message #581743,Supported programming languages,Constantinos Delistavrou,index.php?t=usrinfo&id=83630&,83630
183393,message #581745,HOW BUILD DIAGRAM FOR PAPYRUS,Moustapha,index.php?t=usrinfo&id=59383&,59383
183394,message #581753,EPF webinar coming next week,Ricardo Balduino,index.php?t=usrinfo&id=22588&,22588
183395,message #581755,error of genmodel validation,Moustapha,index.php?t=usrinfo&id=59383&,59383
183396,message #581758,Printing a message to the e4 status bar,Matthias Heinrich,index.php?t=usrinfo&id=90397&,90397
183397,message #581769,Re: [ATL Transfromation] How to create a new class,Ed Merks,index.php?t=usrinfo&id=2253&,2253
183398,message #581780,need to implement oda driver for Birt - how to start?,Diana Mising name,index.php?t=usrinfo&id=49771&,49771
