filenumber,message_id,title,author_name,full_link,link_path,domain,top_level_domain
126594,message #388971,Right clicking on a table,Steve Northover,http://dev.eclipse.org/viewcvs/index.cgi/%7Echeckout%7E/platform-swt-home/snippits/snippet110.html,dev.eclipse.org/viewcvs,dev.eclipse.org,org
203086,message #649017,Issues with Synchronize view,Eike Stepper,http://www.esc-net.de,http://www.esc-net.de,www.esc-net.de,de
203086,message #649017,Issues with Synchronize view,Eike Stepper,http://thegordian.blogspot.com,http://thegordian.blogspot.com,thegordian.blogspot.com,blogspot.com
203086,message #649017,Issues with Synchronize view,Eike Stepper,http://twitter.com/eikestepper,twitter.com/eikestepper,twitter.com,com
12079,message #37635,Pair programming like hydra,Prashant Rane,http://hydra.globalse.org/,http://hydra.globalse.org/,hydra.globalse.org,org
12079,message #37635,Pair programming like hydra,Ilja Preuss,http://sangam.sourceforge.net/,http://sangam.sourceforge.net/,sangam.sourceforge.net,net
207323,message #663818,Continous Integration,Matt Fellows,http://www.eclipse.org/virgo/documentation/virgo-documentation-2.1.0.RELEASE/docs/virgo-getting-started/htmlsingle/virgo-getting-started.html#automated.build,www.eclipse.org/virgo,www.eclipse.org,org
1084602,message #1754871,Guidance on how to utilize bug fix 401015,Andrew Letz,https://bugs.eclipse.org/bugs/show_bug.cgi?id=401015,bugs.eclipse.org/bugs,bugs.eclipse.org,org
5743,message #17180,Partially solved the problem to show variables in the properties sheet.,David,http://www.omg.org/XMI,www.omg.org/XMI,www.omg.org,org
5743,message #17180,Partially solved the problem to show variables in the properties sheet.,David,http://www.w3.org/2001/XMLSchema-instance,www.w3.org/2001,www.w3.org,org
5743,message #17180,Partially solved the problem to show variables in the properties sheet.,David,http://www.eclipse.org/emf/2002/Ecore,www.eclipse.org/emf,www.eclipse.org,org
105797,message #323270,How to get view id under cursor location?,Eclipse User,http://www.eclipse.org/swt/tools.php,www.eclipse.org/swt,www.eclipse.org,org
209612,message #672185,"execute DML in events, execution order of DataSets",Jason Weathersby,http://www.birt-exchange.org/org/forum/index.php/topic/22593-calling-a-stored-procedure/page__s__9b2d0cde65a6916e94afd096da17236d,www.birt-exchange.org/org,www.birt-exchange.org,org
30224,message #97991,Open file outside workspace,Jeff Hunter,https://sourceforge.net/projects/sunshade/,sourceforge.net/projects,sourceforge.net,net
30224,message #97991,Open file outside workspace,Jeff Hunter,http://sourceforge.net/projects/eclipsepowered,sourceforge.net/projects,sourceforge.net,net
358548,message #881261,Spring Configurable across multitple bundles,Carlos Salinas,https://issuetracker.springsource.com/browse/DMS-2490?page=com.atlassian.streams.streams-jira-plugin:activity-stream-issue-tab#issue-tabs,issuetracker.springsource.com/browse,issuetracker.springsource.com,com
358548,message #881261,Spring Configurable across multitple bundles,Carlos Salinas,https://jira.springsource.org/browse/SPR-5156,jira.springsource.org/browse,jira.springsource.org,org
358548,message #881261,Spring Configurable across multitple bundles,Frieder Heugel,http://www.slideshare.net/mfrancis/bytecode-weaving-in-osgi-enhance-your-classes-not-your-dependency-graph-tim-ward,www.slideshare.net/mfrancis,www.slideshare.net,net
47195,message #152162,eclipse RCP application + BIRT 2.0.1 :Viewert,Joel Rosi-Schwartz,http://www.etish.org,http://www.etish.org,www.etish.org,org
47195,message #152162,eclipse RCP application + BIRT 2.0.1 :Viewert,Joel Rosi-Schwartz,https://useme.dev.java.net,https://useme.dev.java.net,useme.dev.java.net,net
1091889,message #1782395,Setup an environment to debug and compile the Eclipse platform,Eric Rizzo,https://www.eclipse.org/eclipse/development/,www.eclipse.org/eclipse,www.eclipse.org,org
1091889,message #1782395,Setup an environment to debug and compile the Eclipse platform,Eric Rizzo,https://www.eclipse.org/forums/index.php/f/11/,www.eclipse.org/forums,www.eclipse.org,org
273347,message #774866,Dynamically Modifying a Report from the BIRT PDF Viewer,JB .,http://www.eclipse.org/forums/index.php/mv/msg/204101/652984/#msg_652984,www.eclipse.org/forums,www.eclipse.org,org
273347,message #774866,Dynamically Modifying a Report from the BIRT PDF Viewer,Michael Williams,http://www.birt-exchange.org,http://www.birt-exchange.org,www.birt-exchange.org,org
94179,message #289447,Can't View SDK JavaDoc in Eclipse 3.1,Eclipse User,https://bugs.eclipse.org/bugs/show_bug.cgi?id=41421,bugs.eclipse.org/bugs,bugs.eclipse.org,org
32856,message #106599,Why is it so difficult to work with Eclipse?,Eclipse User,http://aouw.org,http://aouw.org,aouw.org,org
640815,message #1235852,Where does the data binding in Properties-View happen?,Felix Dorner,http://www.eclipse.org/articles/Article-Properties-View/properties-view.html,www.eclipse.org/articles,www.eclipse.org,org
640815,message #1235852,Where does the data binding in Properties-View happen?,Felix Dorner,http://www.eclipse.org/articles/Article-Tabbed-Properties/tabbed_properties_view.html,www.eclipse.org/articles,www.eclipse.org,org
356598,message #878481,get IHandlerService from background thread,Rüdiger Herrmann,http://wiki.eclipse.org/RAP/FAQ#How_to_access_the_HTTP_session_.2F_session_store.3F,wiki.eclipse.org/RAP,wiki.eclipse.org,org
356598,message #878481,get IHandlerService from background thread,Rüdiger Herrmann,http://codeaffine.com,http://codeaffine.com,codeaffine.com,com
109367,message #334201,Inoperational shortcuts,Paul Webster,https://bugs.eclipse.org/bugs/show_bug.cgi?id=256314,bugs.eclipse.org/bugs,bugs.eclipse.org,org
109367,message #334201,Inoperational shortcuts,Paul Webster,http://wiki.eclipse.org/Platform_Command_Framework,wiki.eclipse.org/Platform_Command_Framework,wiki.eclipse.org,org
109367,message #334201,Inoperational shortcuts,Paul Webster,http://wiki.eclipse.org/Command_Core_Expressions,wiki.eclipse.org/Command_Core_Expressions,wiki.eclipse.org,org
109367,message #334201,Inoperational shortcuts,Paul Webster,http://wiki.eclipse.org/Menu_Contributions,wiki.eclipse.org/Menu_Contributions,wiki.eclipse.org,org
109367,message #334201,Inoperational shortcuts,Paul Webster,http://wiki.eclipse.org/Menus_Extension_Mapping,wiki.eclipse.org/Menus_Extension_Mapping,wiki.eclipse.org,org
109367,message #334201,Inoperational shortcuts,Paul Webster,http://help.eclipse.org/ganymede/index.jsp?topic=/org.eclipse.platform.doc.isv/guide/workbench.htm,help.eclipse.org/ganymede,help.eclipse.org,org
1096729,message #1800201,Is Sirius supports only for EObjects.,Steve Monnier,https://www.eclipse.org/sirius/overview.html,www.eclipse.org/sirius,www.eclipse.org,org
1065339,message #1691030,change Context for @Inject,Ralf Heydenreich,https://github.com/opcoach/e4Preferences,github.com/opcoach,github.com,com
492498,message #1071067,Get CharSequence from JvmOperation object,Priya Sabut,http://www.xtext.org/example/mydsl/MyDsl,www.xtext.org/example,www.xtext.org,org
492498,message #1071067,Get CharSequence from JvmOperation object,Priya Sabut,http://www.eclipse.org/Xtext/documentation.html#TutorialCodeGeneration,www.eclipse.org/Xtext,www.eclipse.org,org
60532,message #191215,Macro usage error,Anton Leherbauer,https://bugs.eclipse.org/bugs/enter_bug.cgi?product=CDT,bugs.eclipse.org/bugs,bugs.eclipse.org,org
96398,message #295810,How to remove page tab in FormEditor,Joerg Baeuerle,http://dev.eclipse.org/newslists/news.eclipse.platform.rcp/msg02960.html,dev.eclipse.org/newslists,dev.eclipse.org,org
1086298,message #1763699,Create diagram editor,Frederic Madiot,https://wiki.eclipse.org/Sirius/Tutorials/AdvancedTutorial#Object-Centered_Diagram,wiki.eclipse.org/Sirius,wiki.eclipse.org,org
1086298,message #1763699,Create diagram editor,Maxime Porhel,https://wiki.eclipse.org/Sirius/Tutorials/AdvancedTutorial,wiki.eclipse.org/Sirius,wiki.eclipse.org,org
82285,message #255534,Perspectives for downloaded plug-ins don't show up,Eclipse User,https://bugs.eclipse.org/bugs/show_bug.cgi?id=174515,bugs.eclipse.org/bugs,bugs.eclipse.org,org
279526,message #783815,[QVTo] Project status and plan,Ed Willink,http://wiki.eclipse.org/M2M/QVT_Declarative_Languages,wiki.eclipse.org/M2M,wiki.eclipse.org,org
5643,message #16926,"Adding ""underline"" and ""strikethrough"" in appereance",Eclipse User,https://bugs.eclipse.org/bugs/show_bug.cgi?id=71901,bugs.eclipse.org/bugs,bugs.eclipse.org,org
369133,message #900563,problem with SWTResourceManager import,Constantinos Delistavrou,http://download.eclipse.org/windowbuilder/WB/integration/4.2,download.eclipse.org/windowbuilder,download.eclipse.org,org
457460,message #1014836,More on EclipseSpy,Herb Miller,http://www.eclipse.org/forums/index.php/m/778179/#msg_778179,www.eclipse.org/forums,www.eclipse.org,org
457460,message #1014836,More on EclipseSpy,Mickael Istria - away until August 14th,http://mickaelistria.wordpress.com,http://mickaelistria.wordpress.com,mickaelistria.wordpress.com,com
457460,message #1014836,More on EclipseSpy,Mickael Istria - away until August 14th,http://twitter.com/mickaelistria,twitter.com/mickaelistria,twitter.com,com
457460,message #1014836,More on EclipseSpy,Mickael Istria - away until August 14th,http://mickaelistria.wordpress.com/2013/01/08/whats-hot-for-swtbot/,mickaelistria.wordpress.com/2013,mickaelistria.wordpress.com,com
630062,message #1223088,Annotations and white spaces,Stanimir Stamenkov,https://bugs.eclipse.org/bugs/show_bug.cgi?id=311677,bugs.eclipse.org/bugs,bugs.eclipse.org,org
122094,message #372724,TableTreeViewer and images,Eclipse User,https://bugs.eclipse.org/bugs/show_bug.cgi?id=4631,bugs.eclipse.org/bugs,bugs.eclipse.org,org
122094,message #372724,TableTreeViewer and images,Eclipse User,https://bugs.eclipse.org/bugs/show_bug.cgi?id=37998,bugs.eclipse.org/bugs,bugs.eclipse.org,org
109474,message #334528,Context Menu Toggle Command,Paul Webster,http://wiki.eclipse.org/Menu_Contributions#Example_Matrix,wiki.eclipse.org/Menu_Contributions#Example_Matrix,wiki.eclipse.org,org
109474,message #334528,Context Menu Toggle Command,Paul Webster,https://bugs.eclipse.org/bugs/show_bug.cgi?id=221980,bugs.eclipse.org/bugs,bugs.eclipse.org,org
109474,message #334528,Context Menu Toggle Command,Paul Webster,http://wiki.eclipse.org/Platform_Command_Framework,wiki.eclipse.org/Platform_Command_Framework,wiki.eclipse.org,org
109474,message #334528,Context Menu Toggle Command,Paul Webster,http://wiki.eclipse.org/Command_Core_Expressions,wiki.eclipse.org/Command_Core_Expressions,wiki.eclipse.org,org
109474,message #334528,Context Menu Toggle Command,Paul Webster,http://wiki.eclipse.org/Menu_Contributions,wiki.eclipse.org/Menu_Contributions,wiki.eclipse.org,org
109474,message #334528,Context Menu Toggle Command,Paul Webster,http://wiki.eclipse.org/Menus_Extension_Mapping,wiki.eclipse.org/Menus_Extension_Mapping,wiki.eclipse.org,org
109474,message #334528,Context Menu Toggle Command,Paul Webster,http://help.eclipse.org/ganymede/index.jsp?topic=/org.eclipse.platform.doc.isv/guide/workbench.htm,help.eclipse.org/ganymede,help.eclipse.org,org
113799,message #347016,Disable logging,Raheel Ashraf,http://dev.eclipse.org/newslists/news.eclipse.birt/msg12005.html,dev.eclipse.org/newslists,dev.eclipse.org,org
96584,message #296330,import not available,Paul Webster,http://dev.eclipse.org/newslists/news.eclipse.platform/msg48366.html,dev.eclipse.org/newslists,dev.eclipse.org,org
85454,message #265248,Cannot see Heap Usage graph when running profiler,Eclipse User,http://www.swt-designer.com,http://www.swt-designer.com,www.swt-designer.com,com
108589,message #331885,new debugger implementation - changing default names,John Rodriguez,http://www.eclipse.org/articles/Article-Debugger/how-to.html,www.eclipse.org/articles,www.eclipse.org,org
124768,message #381844,branding problem,Nick Edgar,http://dev.eclipse.org/viewcvs/index.cgi/%7Echeckout%7E/platform-ui-home/rcp/index.html,dev.eclipse.org/viewcvs,dev.eclipse.org,org
431818,message #976442,Websphere desn't like BIRT...,Joe Kennedy,http://www.eclipse.org/forums/index.php/m/727929/,www.eclipse.org/forums,www.eclipse.org,org
431818,message #976442,Websphere desn't like BIRT...,Joe Kennedy,https://bugs.eclipse.org/bugs/show_bug.cgi?id=351052,bugs.eclipse.org/bugs,bugs.eclipse.org,org
431818,message #976442,Websphere desn't like BIRT...,Joe Kennedy,http://wiki.eclipse.org/BirtPOJO_Viewer_WebSphere_Deployment,wiki.eclipse.org/BirtPOJO_Viewer_WebSphere_Deployment,wiki.eclipse.org,org
49270,message #158167,"Error: ""Total"" is not defined",Gary Xue,https://bugs.eclipse.org/bugs/show_bug.cgi?id=136506,bugs.eclipse.org/bugs,bugs.eclipse.org,org
636104,message #1230036,New Ecore Tools,Eike Stepper,http://www.esc-net.de,http://www.esc-net.de,www.esc-net.de,de
636104,message #1230036,New Ecore Tools,Eike Stepper,http://thegordian.blogspot.com,http://thegordian.blogspot.com,thegordian.blogspot.com,blogspot.com
636104,message #1230036,New Ecore Tools,Eike Stepper,http://twitter.com/eikestepper,twitter.com/eikestepper,twitter.com,com
262220,message #757138,How to have the context menu in the History View ?,Jerome Correnoz,http://download.eclipse.org/egit/updates,download.eclipse.org/egit,download.eclipse.org,org
262220,message #757138,How to have the context menu in the History View ?,Matthias Sohn,http://egit.eclipse.org/egit-training.git,egit.eclipse.org/egit,egit.eclipse.org,org
107434,message #328496,Plugins dowloader and manager,Eclipse User,http://help.eclipse.org/help33/topic/org.eclipse.platform.doc.isv/reference/misc/update_standalone.html,help.eclipse.org/help33,help.eclipse.org,org
107434,message #328496,Plugins dowloader and manager,Eclipse User,http://subclipse.tigris.org/update_1.2.x,subclipse.tigris.org/update_1.2.x,subclipse.tigris.org,org
107434,message #328496,Plugins dowloader and manager,Eclipse User,http://help.eclipse.org/help33/topic/org.eclipse.platform.doc.isv/reference/misc/update_sitemap.html,help.eclipse.org/help33,help.eclipse.org,org
