filenumber,purpose,message_id,title,author_name,full_link,link_path,domain,top_level_domain
94683,Q&A,message #290863,Wizard,Eclipse User,http://www.eclipse.org/articles/Article-JFace%20Wizards/wizardArticle.html,www.eclipse.org/articles,www.eclipse.org,org
94683,Q&A,message #290863,Wizard,Eclipse User,http://www.eclipse.org/articles/Article-Builders/builders.html,www.eclipse.org/articles,www.eclipse.org,org
94683,Q&A,message #290863,Wizard,Eclipse User,http://www.fuckinggoogleit.com/,http://www.fuckinggoogleit.com/,www.fuckinggoogleit.com,com
838836,Q&A,message #1453711,How to call dialogs and wizard declared in e4xmi-file ?,Thomas Schindl,https://bugs.eclipse.org/bugs/show_bug.cgi?id=426111,bugs.eclipse.org/bugs,bugs.eclipse.org,org
1093331,Q&A,message #1787194,EMF Forms custom file extension/file type,Jonas Helming,https://eclipsesource.com/blogs/tutorials/emf-forms-editors/,eclipsesource.com/blogs,eclipsesource.com,com
1093331,Q&A,message #1787194,EMF Forms custom file extension/file type,Jonas Helming,http://eclipsesource.com/en/services/developer-support/,eclipsesource.com/en,eclipsesource.com,com
1093331,Q&A,message #1787194,EMF Forms custom file extension/file type,Ben Gencarelle,https://eclipsesource.com/blogs/tutorials/emf-forms-view-model-elements/,eclipsesource.com/blogs,eclipsesource.com,com
1093331,Q&A,message #1787194,EMF Forms custom file extension/file type,Ben Gencarelle,https://eclipsesource.com/blogs/emf-forms-custom-control-areas/,eclipsesource.com/blogs,eclipsesource.com,com
5542,General discussion,message #16653,plase vote for aptana integration  [183586],exceptione,https://bugs.eclipse.org/bugs/show_bug.cgi?id=183586,bugs.eclipse.org/bugs,bugs.eclipse.org,org
5542,General discussion,message #16653,plase vote for aptana integration  [183586],exceptione,http://www.aptana.com/docs/index.php/Synchronizing_your_files,www.aptana.com/docs,www.aptana.com,com
5542,General discussion,message #16653,plase vote for aptana integration  [183586],exceptione,http://www.aptana.com/docs/index.php/Using_Code_Assist,www.aptana.com/docs,www.aptana.com,com
5542,General discussion,message #16653,plase vote for aptana integration  [183586],exceptione,http://www.aptana.com/docs/index.php/Inspecting_and_debugging_with_Firebug,www.aptana.com/docs,www.aptana.com,com
5542,General discussion,message #16653,plase vote for aptana integration  [183586],exceptione,http://www.aptana.com/docs/index.php/Aptana_Roadmap,www.aptana.com/docs,www.aptana.com,com
2328,Q&A,message #6771,Re: Control.setParent() under Windows,Thomas Schindl,http://www.eclipse.org/albireo/,www.eclipse.org/albireo,www.eclipse.org,org
195761,Q&A,message #623825,Standalone help - how to find the .toc files,Juergen Weber,http://help.eclipse.org/galileo/index.jsp?topic=/org.eclipse.platform.doc.isv/guide/ua_help_setup_standalone.htm,help.eclipse.org/galileo,help.eclipse.org,org
195761,Q&A,message #623825,Standalone help - how to find the .toc files,Juergen Weber,http://help.eclipse.org/galileo/topic/org.eclipse.platform.doc.isv/guide/ua_help_content.htm,help.eclipse.org/galileo,help.eclipse.org,org
195761,Q&A,message #623825,Standalone help - how to find the .toc files,Juergen Weber,http://www.eclipse.org/articles/article.php?file=Article-AddingHelpToRCP/index.html,www.eclipse.org/articles,www.eclipse.org,org
82271,Q&A,message #255481,Generating Resolved AST without a  Project,Olivier Thomann,https://bugs.eclipse.org/bugs/show_bug.cgi?id=206391,bugs.eclipse.org/bugs,bugs.eclipse.org,org
49130,Q&A,message #157797,[CVS] changing branch without replacing?,Eclipse User,http://www.jibeinc.com,http://www.jibeinc.com,www.jibeinc.com,com
49130,Q&A,message #157797,[CVS] changing branch without replacing?,Eclipse User,https://bugs.eclipse.org/bugs/show_bug.cgi?id=41094,bugs.eclipse.org/bugs,bugs.eclipse.org,org
78354,Q&A,message #243550,"In 3.3, how do we Enable HTTP proxy connection?",Eclipse User,http://eclipse-tools.sourceforge.net/updates/,eclipse-tools.sourceforge.net/updates,eclipse-tools.sourceforge.net,net
78354,Q&A,message #243550,"In 3.3, how do we Enable HTTP proxy connection?",Eclipse User,http://m2eclipse.codehaus.org,http://m2eclipse.codehaus.org,m2eclipse.codehaus.org,org
78354,Q&A,message #243550,"In 3.3, how do we Enable HTTP proxy connection?",Eclipse User,http://subclipse.tigris.org/update_1.2.x,subclipse.tigris.org/update_1.2.x,subclipse.tigris.org,org
27801,Q&A,message #90317,Questions about 2.0 (and future deliverables),Eclipse User,http://www.opensymphony.com/quartz/,www.opensymphony.com/quartz,www.opensymphony.com,com
45415,Q&A,message #146968,Spell check,Eclipse User,http://wordlist.sourceforge.net/,http://wordlist.sourceforge.net/,wordlist.sourceforge.net,net
45415,Q&A,message #146968,Spell check,Eclipse User,http://aouw.org,http://aouw.org,aouw.org,org
45415,Q&A,message #146968,Spell check,Eclipse User,https://bugs.eclipse.org/bugs/show_bug.cgi?id=51445,bugs.eclipse.org/bugs,bugs.eclipse.org,org
45415,Q&A,message #146968,Spell check,Eclipse User,http://www.catb.org/~esr/faqs/smart-questions.html,www.catb.org/~esr,www.catb.org,org
104979,Q&A,message #320709,[DataBinding] Preventing model changes that are not actually different,Eclipse User,https://bugs.eclipse.org/bugs/show_bug.cgi?id=180746,bugs.eclipse.org/bugs,bugs.eclipse.org,org
104979,Q&A,message #320709,[DataBinding] Preventing model changes that are not actually different,Eclipse User,https://bugs.eclipse.org/bugs/show_bug.cgi?id=205248,bugs.eclipse.org/bugs,bugs.eclipse.org,org
97728,Q&A,message #299709,free vi plugin?,Eclipse User,http://www.satokar.com/viplugin/index.php,www.satokar.com/viplugin,www.satokar.com,com
194075,Announcement,message #617265,Need Helps to save VE,Yves YANG,http://www.soyatec.com,http://www.soyatec.com,www.soyatec.com,com
239619,Q&A,message #724307,starting eclips,Satyam Kandula,http://wiki.eclipse.org/Eclipse.ini#Specifying_the_JVM,wiki.eclipse.org/Eclipse.ini#Specifying_the_JVM,wiki.eclipse.org,org
203850,Misuse,message #651773,"cdo builds on twitter (@cdobuilds), not anymore?",Eike Stepper,http://www.esc-net.de,http://www.esc-net.de,www.esc-net.de,de
203850,Misuse,message #651773,"cdo builds on twitter (@cdobuilds), not anymore?",Eike Stepper,http://thegordian.blogspot.com,http://thegordian.blogspot.com,thegordian.blogspot.com,blogspot.com
203850,Misuse,message #651773,"cdo builds on twitter (@cdobuilds), not anymore?",Eike Stepper,http://twitter.com/eikestepper,twitter.com/eikestepper,twitter.com,com
203850,Misuse,message #651773,"cdo builds on twitter (@cdobuilds), not anymore?",Eike Stepper,https://hudson.eclipse.org/hudson/job/emf-cdo-integration/lastSuccessfulBuild/artifact/result/site.p2,hudson.eclipse.org/hudson,hudson.eclipse.org,org
203850,Misuse,message #651773,"cdo builds on twitter (@cdobuilds), not anymore?",Eike Stepper,https://bugs.eclipse.org/bugs/show_bug.cgi?id=336040,bugs.eclipse.org/bugs,bugs.eclipse.org,org
203850,Misuse,message #651773,"cdo builds on twitter (@cdobuilds), not anymore?",Eike Stepper,https://bugs.eclipse.org/bugs/votes.cgi?action=show_user&;bug_id=336040#vote_336040,bugs.eclipse.org/bugs,bugs.eclipse.org,org
42777,Q&A,message #139114,[MWE]problems using mwe.utils.Reader with UML2 + profiles,ekkehard gentz,http://ekkes-corner.org,http://ekkes-corner.org,ekkes-corner.org,org
42777,Q&A,message #139114,[MWE]problems using mwe.utils.Reader with UML2 + profiles,Sebastian Zarnekow,http://xtext.itemis.com,http://xtext.itemis.com,xtext.itemis.com,com
42777,Q&A,message #139114,[MWE]problems using mwe.utils.Reader with UML2 + profiles,ekkehard gentz,https://bugs.eclipse.org/bugs/show_bug.cgi?id=284464,bugs.eclipse.org/bugs,bugs.eclipse.org,org
365222,Q&A,message #890170,Toogle Button NO_FOCUS,Ivan Furnadjiev,http://eclipsesource.com/blogs/,eclipsesource.com/blogs,eclipsesource.com,com
365222,Q&A,message #890170,Toogle Button NO_FOCUS,Ivan Furnadjiev,http://eclipsesource.com/services/rap/,eclipsesource.com/services,eclipsesource.com,com
126594,Q&A,message #388971,Right clicking on a table,Steve Northover,http://dev.eclipse.org/viewcvs/index.cgi/%7Echeckout%7E/platform-swt-home/snippits/snippet110.html,dev.eclipse.org/viewcvs,dev.eclipse.org,org
203086,Q&A,message #649017,Issues with Synchronize view,Eike Stepper,http://www.esc-net.de,http://www.esc-net.de,www.esc-net.de,de
203086,Q&A,message #649017,Issues with Synchronize view,Eike Stepper,http://thegordian.blogspot.com,http://thegordian.blogspot.com,thegordian.blogspot.com,blogspot.com
203086,Q&A,message #649017,Issues with Synchronize view,Eike Stepper,http://twitter.com/eikestepper,twitter.com/eikestepper,twitter.com,com
181210,Announcement,message #574904,[Announce] EMFT JET  is available,Paul Elder,http://www.eclipse.org/emft/news/release-notes.php?version=1.0.0,www.eclipse.org/emft,www.eclipse.org,org
181210,Announcement,message #574904,[Announce] EMFT JET  is available,Paul Elder,http://download.eclipse.org/technology/emft/downloads/?proj=jet,download.eclipse.org/technology,download.eclipse.org,org
12079,Q&A,message #37635,Pair programming like hydra,Prashant Rane,http://hydra.globalse.org/,http://hydra.globalse.org/,hydra.globalse.org,org
12079,Q&A,message #37635,Pair programming like hydra,Ilja Preuss,http://sangam.sourceforge.net/,http://sangam.sourceforge.net/,sangam.sourceforge.net,net
207323,Q&A,message #663818,Continous Integration,Matt Fellows,http://www.eclipse.org/virgo/documentation/virgo-documentation-2.1.0.RELEASE/docs/virgo-getting-started/htmlsingle/virgo-getting-started.html#automated.build,www.eclipse.org/virgo,www.eclipse.org,org
1084602,Q&A,message #1754871,Guidance on how to utilize bug fix 401015,Andrew Letz,https://bugs.eclipse.org/bugs/show_bug.cgi?id=401015,bugs.eclipse.org/bugs,bugs.eclipse.org,org
5743,Q&A,message #17180,Partially solved the problem to show variables in the properties sheet.,David,http://www.omg.org/XMI,www.omg.org/XMI,www.omg.org,org
5743,Q&A,message #17180,Partially solved the problem to show variables in the properties sheet.,David,http://www.w3.org/2001/XMLSchema-instance,www.w3.org/2001,www.w3.org,org
5743,Q&A,message #17180,Partially solved the problem to show variables in the properties sheet.,David,http://www.eclipse.org/emf/2002/Ecore,www.eclipse.org/emf,www.eclipse.org,org
105797,Q&A,message #323270,How to get view id under cursor location?,Eclipse User,http://www.eclipse.org/swt/tools.php,www.eclipse.org/swt,www.eclipse.org,org
128549,General discussion,message #396500,SWT for Python?,Jonathan Feinberg,http://domino.research.ibm.com/cambridge/research.nsf/pages/cue.html,domino.research.ibm.com/cambridge,domino.research.ibm.com,com
209612,Q&A,message #672185,"execute DML in events, execution order of DataSets",Jason Weathersby,http://www.birt-exchange.org/org/forum/index.php/topic/22593-calling-a-stored-procedure/page__s__9b2d0cde65a6916e94afd096da17236d,www.birt-exchange.org/org,www.birt-exchange.org,org
30224,Q&A,message #97991,Open file outside workspace,Jeff Hunter,https://sourceforge.net/projects/sunshade/,sourceforge.net/projects,sourceforge.net,net
30224,Q&A,message #97991,Open file outside workspace,Jeff Hunter,http://sourceforge.net/projects/eclipsepowered,sourceforge.net/projects,sourceforge.net,net
358548,Q&A,message #881261,Spring Configurable across multitple bundles,Carlos Salinas,https://issuetracker.springsource.com/browse/DMS-2490?page=com.atlassian.streams.streams-jira-plugin:activity-stream-issue-tab#issue-tabs,issuetracker.springsource.com/browse,issuetracker.springsource.com,com
358548,Q&A,message #881261,Spring Configurable across multitple bundles,Carlos Salinas,https://jira.springsource.org/browse/SPR-5156,jira.springsource.org/browse,jira.springsource.org,org
358548,Q&A,message #881261,Spring Configurable across multitple bundles,Frieder Heugel,http://www.slideshare.net/mfrancis/bytecode-weaving-in-osgi-enhance-your-classes-not-your-dependency-graph-tim-ward,www.slideshare.net/mfrancis,www.slideshare.net,net
47195,Q&A,message #152162,eclipse RCP application + BIRT 2.0.1 :Viewert,Joel Rosi-Schwartz,http://www.etish.org,http://www.etish.org,www.etish.org,org
47195,Q&A,message #152162,eclipse RCP application + BIRT 2.0.1 :Viewert,Joel Rosi-Schwartz,https://useme.dev.java.net,https://useme.dev.java.net,useme.dev.java.net,net
186131,Announcement,message #590567,Eclipse Modeling Days,Ed Merks,http://ed-merks.blogspot.com/2009/11/do-it-better-with-model.html,ed-merks.blogspot.com/2009,ed-merks.blogspot.com,blogspot.com
186131,Announcement,message #590567,Eclipse Modeling Days,Ed Merks,http://wiki.eclipse.org/Eclipse_Modeling_Day,wiki.eclipse.org/Eclipse_Modeling_Day,wiki.eclipse.org,org
186131,Announcement,message #590567,Eclipse Modeling Days,Ed Merks,http://wiki.eclipse.org/EclipseRT_Day,wiki.eclipse.org/EclipseRT_Day,wiki.eclipse.org,org
1091889,Q&A,message #1782395,Setup an environment to debug and compile the Eclipse platform,Eric Rizzo,https://www.eclipse.org/eclipse/development/,www.eclipse.org/eclipse,www.eclipse.org,org
1091889,Q&A,message #1782395,Setup an environment to debug and compile the Eclipse platform,Eric Rizzo,https://www.eclipse.org/forums/index.php/f/11/,www.eclipse.org/forums,www.eclipse.org,org
273347,Q&A,message #774866,Dynamically Modifying a Report from the BIRT PDF Viewer,JB .,http://www.eclipse.org/forums/index.php/mv/msg/204101/652984/#msg_652984,www.eclipse.org/forums,www.eclipse.org,org
273347,Q&A,message #774866,Dynamically Modifying a Report from the BIRT PDF Viewer,Michael Williams,http://www.birt-exchange.org,http://www.birt-exchange.org,www.birt-exchange.org,org
94179,Q&A,message #289447,Can't View SDK JavaDoc in Eclipse 3.1,Eclipse User,https://bugs.eclipse.org/bugs/show_bug.cgi?id=41421,bugs.eclipse.org/bugs,bugs.eclipse.org,org
32856,Q&A,message #106599,Why is it so difficult to work with Eclipse?,Eclipse User,http://aouw.org,http://aouw.org,aouw.org,org
640815,Q&A,message #1235852,Where does the data binding in Properties-View happen?,Felix Dorner,http://www.eclipse.org/articles/Article-Properties-View/properties-view.html,www.eclipse.org/articles,www.eclipse.org,org
640815,Q&A,message #1235852,Where does the data binding in Properties-View happen?,Felix Dorner,http://www.eclipse.org/articles/Article-Tabbed-Properties/tabbed_properties_view.html,www.eclipse.org/articles,www.eclipse.org,org
16404,Announcement,message #52482,[ANN] JavaDude Jindent Eclipse Integration available,Scott Stanchfield,http://www.javadude.com/tools/,www.javadude.com/tools,www.javadude.com,com
16404,Announcement,message #52482,[ANN] JavaDude Jindent Eclipse Integration available,Scott Stanchfield,http://javadude.com,http://javadude.com,javadude.com,com
16404,Announcement,message #52482,[ANN] JavaDude Jindent Eclipse Integration available,Scott Stanchfield,http://javadude.com/evaj,javadude.com/evaj,javadude.com,com
16404,Announcement,message #52482,[ANN] JavaDude Jindent Eclipse Integration available,Scott Stanchfield,http://javadude.com/vaj,javadude.com/vaj,javadude.com,com
16404,Announcement,message #52482,[ANN] JavaDude Jindent Eclipse Integration available,Scott Stanchfield,http://www.jguru.com,http://www.jguru.com,www.jguru.com,com
356598,Q&A,message #878481,get IHandlerService from background thread,Rüdiger Herrmann,http://wiki.eclipse.org/RAP/FAQ#How_to_access_the_HTTP_session_.2F_session_store.3F,wiki.eclipse.org/RAP,wiki.eclipse.org,org
356598,Q&A,message #878481,get IHandlerService from background thread,Rüdiger Herrmann,http://codeaffine.com,http://codeaffine.com,codeaffine.com,com
181682,Misuse,message #576369,Re: [e4] How to get ready ?,Thomas Schindl,http://tomsondev.bestsolution.at/2010/05/17/a-week-at-e4-share-me-please/,tomsondev.bestsolution.at/2010,tomsondev.bestsolution.at,at
181682,Misuse,message #576369,Re: [e4] How to get ready ?,Thomas Schindl,http://www.nextep-softwares.com,http://www.nextep-softwares.com,www.nextep-softwares.com,com
109367,Q&A,message #334201,Inoperational shortcuts,Paul Webster,https://bugs.eclipse.org/bugs/show_bug.cgi?id=256314,bugs.eclipse.org/bugs,bugs.eclipse.org,org
109367,Q&A,message #334201,Inoperational shortcuts,Paul Webster,http://wiki.eclipse.org/Platform_Command_Framework,wiki.eclipse.org/Platform_Command_Framework,wiki.eclipse.org,org
109367,Q&A,message #334201,Inoperational shortcuts,Paul Webster,http://wiki.eclipse.org/Command_Core_Expressions,wiki.eclipse.org/Command_Core_Expressions,wiki.eclipse.org,org
109367,Q&A,message #334201,Inoperational shortcuts,Paul Webster,http://wiki.eclipse.org/Menu_Contributions,wiki.eclipse.org/Menu_Contributions,wiki.eclipse.org,org
109367,Q&A,message #334201,Inoperational shortcuts,Paul Webster,http://wiki.eclipse.org/Menus_Extension_Mapping,wiki.eclipse.org/Menus_Extension_Mapping,wiki.eclipse.org,org
109367,Q&A,message #334201,Inoperational shortcuts,Paul Webster,http://help.eclipse.org/ganymede/index.jsp?topic=/org.eclipse.platform.doc.isv/guide/workbench.htm,help.eclipse.org/ganymede,help.eclipse.org,org
1096729,Q&A,message #1800201,Is Sirius supports only for EObjects.,Steve Monnier,https://www.eclipse.org/sirius/overview.html,www.eclipse.org/sirius,www.eclipse.org,org
1065339,Q&A,message #1691030,change Context for @Inject,Ralf Heydenreich,https://github.com/opcoach/e4Preferences,github.com/opcoach,github.com,com
492498,Q&A,message #1071067,Get CharSequence from JvmOperation object,Priya Sabut,http://www.xtext.org/example/mydsl/MyDsl,www.xtext.org/example,www.xtext.org,org
492498,Q&A,message #1071067,Get CharSequence from JvmOperation object,Priya Sabut,http://www.eclipse.org/Xtext/documentation.html#TutorialCodeGeneration,www.eclipse.org/Xtext,www.eclipse.org,org
60532,Q&A,message #191215,Macro usage error,Anton Leherbauer,https://bugs.eclipse.org/bugs/enter_bug.cgi?product=CDT,bugs.eclipse.org/bugs,bugs.eclipse.org,org
474692,Misuse,message #1039632,problem with toolchains,Russell Bateman,http://www.eclipse.org/forums/index.php/t/161206/,www.eclipse.org/forums,www.eclipse.org,org
96398,Q&A,message #295810,How to remove page tab in FormEditor,Joerg Baeuerle,http://dev.eclipse.org/newslists/news.eclipse.platform.rcp/msg02960.html,dev.eclipse.org/newslists,dev.eclipse.org,org
124027,Announcement,message #379311,RCP/Forms/EMF Library Editor Example Available,Steve Blass,http://www.conceptualprocessengineering.com/library,www.conceptualprocessengineering.com/library,www.conceptualprocessengineering.com,com
124027,Announcement,message #379311,RCP/Forms/EMF Library Editor Example Available,Nick Edgar,http://www.eclipse.org/legal/termsofuse.html,www.eclipse.org/legal,www.eclipse.org,org
1086298,Q&A,message #1763699,Create diagram editor,Frederic Madiot,https://wiki.eclipse.org/Sirius/Tutorials/AdvancedTutorial#Object-Centered_Diagram,wiki.eclipse.org/Sirius,wiki.eclipse.org,org
1086298,Q&A,message #1763699,Create diagram editor,Maxime Porhel,https://wiki.eclipse.org/Sirius/Tutorials/AdvancedTutorial,wiki.eclipse.org/Sirius,wiki.eclipse.org,org
82285,Q&A,message #255534,Perspectives for downloaded plug-ins don't show up,Eclipse User,https://bugs.eclipse.org/bugs/show_bug.cgi?id=174515,bugs.eclipse.org/bugs,bugs.eclipse.org,org
279526,Q&A,message #783815,[QVTo] Project status and plan,Ed Willink,http://wiki.eclipse.org/M2M/QVT_Declarative_Languages,wiki.eclipse.org/M2M,wiki.eclipse.org,org
647461,General discussion,message #1243634,Web Workers in RAP,Yury Mising name,http://www.w3schools.com/html/html5_webworkers.asp,www.w3schools.com/html,www.w3schools.com,com
647461,General discussion,message #1243634,Web Workers in RAP,Tim Buschtoens,http://eclipse.org/rap/developers-guide/devguide.php?topic=server-push.html&version=2.2,eclipse.org/rap,eclipse.org,org
647461,General discussion,message #1243634,Web Workers in RAP,Tim Buschtoens,http://eclipsesource.com/blogs/,eclipsesource.com/blogs,eclipsesource.com,com
647461,General discussion,message #1243634,Web Workers in RAP,Tim Buschtoens,http://eclipsesource.com/services/rap/,eclipsesource.com/services,eclipsesource.com,com
180093,Information,message #571469,Voice Tools Project is LIVE,Jeff Kobal,http://www.eclipse.org/vtp,www.eclipse.org/vtp,www.eclipse.org,org
5643,Q&A,message #16926,"Adding ""underline"" and ""strikethrough"" in appereance",Eclipse User,https://bugs.eclipse.org/bugs/show_bug.cgi?id=71901,bugs.eclipse.org/bugs,bugs.eclipse.org,org
369133,Q&A,message #900563,problem with SWTResourceManager import,Constantinos Delistavrou,http://download.eclipse.org/windowbuilder/WB/integration/4.2,download.eclipse.org/windowbuilder,download.eclipse.org,org
457460,Q&A,message #1014836,More on EclipseSpy,Herb Miller,http://www.eclipse.org/forums/index.php/m/778179/#msg_778179,www.eclipse.org/forums,www.eclipse.org,org
457460,Q&A,message #1014836,More on EclipseSpy,Mickael Istria - away until August 14th,http://mickaelistria.wordpress.com,http://mickaelistria.wordpress.com,mickaelistria.wordpress.com,com
457460,Q&A,message #1014836,More on EclipseSpy,Mickael Istria - away until August 14th,http://twitter.com/mickaelistria,twitter.com/mickaelistria,twitter.com,com
457460,Q&A,message #1014836,More on EclipseSpy,Mickael Istria - away until August 14th,http://mickaelistria.wordpress.com/2013/01/08/whats-hot-for-swtbot/,mickaelistria.wordpress.com/2013,mickaelistria.wordpress.com,com
630062,Q&A,message #1223088,Annotations and white spaces,Stanimir Stamenkov,https://bugs.eclipse.org/bugs/show_bug.cgi?id=311677,bugs.eclipse.org/bugs,bugs.eclipse.org,org
122094,Q&A,message #372724,TableTreeViewer and images,Eclipse User,https://bugs.eclipse.org/bugs/show_bug.cgi?id=4631,bugs.eclipse.org/bugs,bugs.eclipse.org,org
122094,Q&A,message #372724,TableTreeViewer and images,Eclipse User,https://bugs.eclipse.org/bugs/show_bug.cgi?id=37998,bugs.eclipse.org/bugs,bugs.eclipse.org,org
109474,Q&A,message #334528,Context Menu Toggle Command,Paul Webster,http://wiki.eclipse.org/Menu_Contributions#Example_Matrix,wiki.eclipse.org/Menu_Contributions#Example_Matrix,wiki.eclipse.org,org
109474,Q&A,message #334528,Context Menu Toggle Command,Paul Webster,https://bugs.eclipse.org/bugs/show_bug.cgi?id=221980,bugs.eclipse.org/bugs,bugs.eclipse.org,org
109474,Q&A,message #334528,Context Menu Toggle Command,Paul Webster,http://wiki.eclipse.org/Platform_Command_Framework,wiki.eclipse.org/Platform_Command_Framework,wiki.eclipse.org,org
109474,Q&A,message #334528,Context Menu Toggle Command,Paul Webster,http://wiki.eclipse.org/Command_Core_Expressions,wiki.eclipse.org/Command_Core_Expressions,wiki.eclipse.org,org
109474,Q&A,message #334528,Context Menu Toggle Command,Paul Webster,http://wiki.eclipse.org/Menu_Contributions,wiki.eclipse.org/Menu_Contributions,wiki.eclipse.org,org
109474,Q&A,message #334528,Context Menu Toggle Command,Paul Webster,http://wiki.eclipse.org/Menus_Extension_Mapping,wiki.eclipse.org/Menus_Extension_Mapping,wiki.eclipse.org,org
109474,Q&A,message #334528,Context Menu Toggle Command,Paul Webster,http://help.eclipse.org/ganymede/index.jsp?topic=/org.eclipse.platform.doc.isv/guide/workbench.htm,help.eclipse.org/ganymede,help.eclipse.org,org
113799,Q&A,message #347016,Disable logging,Raheel Ashraf,http://dev.eclipse.org/newslists/news.eclipse.birt/msg12005.html,dev.eclipse.org/newslists,dev.eclipse.org,org
3836,Information,message #11408,Equinox Server-side incubator,Eclipse User,http://eclipse.org/equinox/incubator/server/proposal.php,eclipse.org/equinox,eclipse.org,org
3836,Information,message #11408,Equinox Server-side incubator,Werner Keil,http://docs.safehaus.org/display/OSGI/OSGi+Plugin+for+Maven+2.0,docs.safehaus.org/display,docs.safehaus.org,org
3836,Information,message #11408,Equinox Server-side incubator,Eclipse User,http://www.theserverside.com/news/thread.tss?thread_id=38611,www.theserverside.com/news,www.theserverside.com,com
96584,Q&A,message #296330,import not available,Paul Webster,http://dev.eclipse.org/newslists/news.eclipse.platform/msg48366.html,dev.eclipse.org/newslists,dev.eclipse.org,org
85454,Q&A,message #265248,Cannot see Heap Usage graph when running profiler,Eclipse User,http://www.swt-designer.com,http://www.swt-designer.com,www.swt-designer.com,com
108589,Q&A,message #331885,new debugger implementation - changing default names,John Rodriguez,http://www.eclipse.org/articles/Article-Debugger/how-to.html,www.eclipse.org/articles,www.eclipse.org,org
124768,Q&A,message #381844,branding problem,Nick Edgar,http://dev.eclipse.org/viewcvs/index.cgi/%7Echeckout%7E/platform-ui-home/rcp/index.html,dev.eclipse.org/viewcvs,dev.eclipse.org,org
431818,Q&A,message #976442,Websphere desn't like BIRT...,Joe Kennedy,http://www.eclipse.org/forums/index.php/m/727929/,www.eclipse.org/forums,www.eclipse.org,org
431818,Q&A,message #976442,Websphere desn't like BIRT...,Joe Kennedy,https://bugs.eclipse.org/bugs/show_bug.cgi?id=351052,bugs.eclipse.org/bugs,bugs.eclipse.org,org
431818,Q&A,message #976442,Websphere desn't like BIRT...,Joe Kennedy,http://wiki.eclipse.org/BirtPOJO_Viewer_WebSphere_Deployment,wiki.eclipse.org/BirtPOJO_Viewer_WebSphere_Deployment,wiki.eclipse.org,org
49270,Q&A,message #158167,"Error: ""Total"" is not defined",Gary Xue,https://bugs.eclipse.org/bugs/show_bug.cgi?id=136506,bugs.eclipse.org/bugs,bugs.eclipse.org,org
636104,Q&A,message #1230036,New Ecore Tools,Eike Stepper,http://www.esc-net.de,http://www.esc-net.de,www.esc-net.de,de
636104,Q&A,message #1230036,New Ecore Tools,Eike Stepper,http://thegordian.blogspot.com,http://thegordian.blogspot.com,thegordian.blogspot.com,blogspot.com
636104,Q&A,message #1230036,New Ecore Tools,Eike Stepper,http://twitter.com/eikestepper,twitter.com/eikestepper,twitter.com,com
262220,Q&A,message #757138,How to have the context menu in the History View ?,Jerome Correnoz,http://download.eclipse.org/egit/updates,download.eclipse.org/egit,download.eclipse.org,org
262220,Q&A,message #757138,How to have the context menu in the History View ?,Matthias Sohn,http://egit.eclipse.org/egit-training.git,egit.eclipse.org/egit,egit.eclipse.org,org
107434,Q&A,message #328496,Plugins dowloader and manager,Eclipse User,http://help.eclipse.org/help33/topic/org.eclipse.platform.doc.isv/reference/misc/update_standalone.html,help.eclipse.org/help33,help.eclipse.org,org
107434,Q&A,message #328496,Plugins dowloader and manager,Eclipse User,http://subclipse.tigris.org/update_1.2.x,subclipse.tigris.org/update_1.2.x,subclipse.tigris.org,org
107434,Q&A,message #328496,Plugins dowloader and manager,Eclipse User,http://help.eclipse.org/help33/topic/org.eclipse.platform.doc.isv/reference/misc/update_sitemap.html,help.eclipse.org/help33,help.eclipse.org,org
