,file_number,message_id,topic,author,link,domain,top_level_domain
184,157011,message #494998,Re: RAP with EMF model,Ed Merks,https://bugs.eclipse.org/bugs/show_bug.cgi?id=213988,bugs.eclipse.org,org
185,157282,message #495959,Great,Jacek Pospychala,http://jacekonthings.blogspot.com/2009/10/web-yacht-sails-simulator.html,jacekonthings.blogspot.com,blogspot.com
186,157875,message #498383,custom reportItem with expression,Tobias Hoppenthaler,http://www.eclipse.org/articles/article.php?file=Article-BIRT-ExtensionTutorial2/index.html,www.eclipse.org,org
187,158283,message #499710,How to use Native with my own Java classes?,Dimitrios Kolovos,http://www.eclipse.org/gmt/epsilon/doc/articles/call-java-from-epsilon/,www.eclipse.org,org
188,158438,message #500256,[xpand] ignores applied stereotypes,Andre Albert,http://www.eclipse.org/uml2/2.0.0/UML,www.eclipse.org,org
189,159133,message #502619,Using DropDownButton,Pascal G,http://blog.nuecho.com/,blog.nuecho.com,com
190,159432,message #503620,[QVT] How to process element/package imports to href models/libraries?,Eclipse User,http://schema.omg.org/spec/XMI/2.1,schema.omg.org,org
191,159895,message #505157,Rap 1.3 theming problem,Rüdiger Herrmann,http://eclipse.org/rap/bugs.php,eclipse.org,org
192,160207,message #506180,java.net.SocketException: Network is unreachable AND   Unable to connect to repository,Edo ,http://download.eclipse.org/releases/galileo/site.xml,download.eclipse.org,org
193,160564,message #507382,Menu bar is invisible in standalone SWT application (MacOS),Grant Gayed,https://bugs.eclipse.org/bugs/show_bug.cgi?id=271029,bugs.eclipse.org,org
194,160776,message #508097,SWT painting performance,Grant Gayed,https://bugs.eclipse.org/bugs/enter_bug.cgi?product=Platform&component=SWT&bug_severity=enhancement,bugs.eclipse.org,org
195,161052,message #508922,Custom Store Developing,Victor Roldan Betancort,http://nosql-databases.org,nosql-databases.org,org
196,161546,message #510514,Ecoretools sources not included in the SDK,Marc Gil,https://bugs.eclipse.org/bugs/show_bug.cgi?id=301071,bugs.eclipse.org,org
197,162141,message #512651,Experiences with Eclipse in CS education,Francisco  Gortázar,http://www.gavab.es/eclipsegavab,www.gavab.es,es
198,162357,message #513466,Problem with XPand2 and UML Profiles,ekkehard gentz,http://ekkes-corner.org,ekkes-corner.org,org
199,163423,message #517227,[Announce] GMF 2.2.2 is available,Anthony Hunter,http://www.eclipse.org/modeling/gmf/news/relnotes.php?project=gmf&version=2.2.2,www.eclipse.org,org
200,163833,message #518575,"""Platform filters"" for fragments in Eclipse Product Export Wizard doesn't seem to work",Paul Webster,http://wiki.eclipse.org/Platform_Command_Framework,wiki.eclipse.org,org
201,164077,message #519505,Senior Java Developer,Scott Kellicker,http://numberfourag.wordpress.com/,numberfourag.wordpress.com,com
202,164119,message #519667,[EMF Compare] some classes are not found and why register extensions?,Eclipse User,http://wiki.eclipse.org/EMF_Compare_FAQ#How_can_I_use_EMF_Compare_programmatically.3F,wiki.eclipse.org,org
203,164462,message #520811,Good bye Eclipse,Lars Vogel,http://www.vogella.de/,www.vogella.de,de
204,164808,message #521920,ACTION_ARRANGE_ALL: how to execute it from custom Action?,Paul Webster,http://wiki.eclipse.org/Command_Core_Expressions,wiki.eclipse.org,org
205,165339,message #523780,[ATL] problem with Families2Persons example,wafaa,http://www.eclipse.org/downloads/download.php?file=/technology/epp/downloads/release/galileo/SR2/eclipse-modeling-galileo-SR2-incubation-win32.zip,www.eclipse.org,org
206,165859,message #525549,"xpand, xtend help",Sven Efftinge,http://xtext.itemis.com,xtext.itemis.com,com
207,166234,message #526908,Eclipse IDE Environment,Paul Webster,http://wiki.eclipse.org/Platform_Command_Framework,wiki.eclipse.org,org
208,166745,message #528642,binding hyperlinking,Sebastian Zarnekow,http://xtext.itemis.com,xtext.itemis.com,com
209,167251,message #530298,Problem using 1.3.M6 with BIRT,Rüdiger Herrmann,http://eclipsesource.com,eclipsesource.com,com
210,168085,message #533255,Task Tag support working in 1.0.0M6?,Sebastian Zarnekow,http://xtext.itemis.com,xtext.itemis.com,com
211,168115,message #533314,Re: [buckminster-dev] Relative URI for local readerType in provider  search path,Oisin Hurley,http://dev.eclipse.org/svnroot/stp/org.eclipse.stp.build/build/trunk/buckminster/buckminster.xml,dev.eclipse.org,org
212,168205,message #533616,loading serialized UML2 models standalone,Kenn Hussey,http://schema.omg.org/spec/UML/2.1,schema.omg.org,org
213,168248,message #533754,[ATL] Problem when loading UML Profile programmatically for ATL transformation,Sylvain EVEILLARD,http://www.eclipse.org/uml2/3.0.0/UML,www.eclipse.org,org
214,168476,message #534598,Why is PDT 2 worse than PDT 1?,sNop,http://enigmail.mozdev.org/,enigmail.mozdev.org,org
215,168880,message #536034,"What happened to ""GDB Hardware Debugging"" in the debug configurations?",John McCabe,http://dev.eclipse.org/mhonarc/lists/cdt-dev/msg18685.html,dev.eclipse.org,org
216,168946,message #536211,GMF RC2,Aurélien Pupier,https://bugs.eclipse.org/bugs/show_bug.cgi?id=314436,bugs.eclipse.org,org
217,169946,message #539849,How to create a unit test using AbstractXtextTests,Sebastian Zarnekow,http://dev.eclipse.org/viewcvs/index.cgi/org.eclipse.emf/org.eclipse.emf.mwe/tests/org.eclipse.emf.mwe2.language.tests/src/org/eclipse/emf/mwe2/language/tests/validation/Mwe2ValidatorTest.java?root=Modeling_Project&view=markup,dev.eclipse.org,org
218,170312,message #541237,TMF Xtext: PostProcessor Problem after upgrading from 0.7.2 to 1.0.0,Sven Efftinge,http://xtext.itemis.com,xtext.itemis.com,com
219,170689,message #542495,Overriding terminal StRING,Sebastian Zarnekow,http://xtext.itemis.com,xtext.itemis.com,com
220,170973,message #543533,using java type or ecore type in the langauge,Sebastian Zarnekow,http://xtext.itemis.com,xtext.itemis.com,com
221,171975,message #547043,Is there any way to create a grammar without using the property 'name' ?,Sebastian Zarnekow,http://xtext.itemis.com,xtext.itemis.com,com
222,172426,message #548570,[Acceleo 3] Out of memory,Stephane Begaudeau,http://aniefer.blogspot.com/2010/07/permgen-problems-and-running-eclipse-on.html,aniefer.blogspot.com,blogspot.com
223,172819,message #549932,How can I get a TableItem's text?,Ketan Padegaonkar,http://eclipse.org/swtbot,eclipse.org,org
224,173193,message #551158,Webinar: Eclipse 4.0 - August 26,Lynn Gayowski,http://live.eclipse.org/,live.eclipse.org,org
225,173877,message #553443,Add toolbar policy to all the elements in diagram,Fabinho,http://www.eclipse.org/forums/index.php?t=msg&th=174052&amp;start=0&S=b367e3d8510cf84edac8506d2e684c7e,www.eclipse.org,org
226,174307,message #555091,Status of .gitignore awareness in 0.9?,Chris Aniszczyk,https://bugs.eclipse.org/bugs/enter_bug.cgi?product=EGit,bugs.eclipse.org,org
227,174634,message #556254,using the ChangeLog plugin without CVS,Lorenzo Bettini,http://www.myspace.com/supertrouperabba,www.myspace.com,com
228,174804,message #556817,SCADomain.newInstance stops after loading contribution,Frieder Jacobi,http://eclipse.org/tmbrowser.deploy/src/TMBrowser,eclipse.org,org
229,175599,message #559525,containment and emf treenode model,Jay Norwood,http://www.eclipse.org/emf/2002/Ecore#//EString,www.eclipse.org,org
230,175721,message #559860,Whats up with news.eclipse.org?,Denis Roy,http://eclipse.org/forums,eclipse.org,org
231,176714,message #562314,pure::variants gets upgrade,Mark Dalgarno,http://www.software-acumen.com/,www.software-acumen.com,com
232,177452,message #564248,Welcome,Glyn Normington,https://fisheye.springsource.org/browse/dms-web,fisheye.springsource.org,org
233,177456,message #564258,Import Export Method Plugin,Wagner Junior,https://bugs.eclipse.org/bugs/show_bug.cgi?id=145422,bugs.eclipse.org,org
234,178338,message #566633,Reminder: Target Management Monthly Phone Call,Martin Oberhuber,http://wiki.eclipse.org/index.php/DSDP/TM/Phone_Meeting_2-May-2007,wiki.eclipse.org,org
235,180565,message #572794,MTJ 1.0 RC1 is out,Gustavo de Paula,http://download.eclipse.org/dsdp/mtj/updates/1.0/stable/,download.eclipse.org,org
236,182094,message #577616,New release of IMP available on update site and downloads page,Robert M. Fuhrer,http://www.eclipse.org/imp,www.eclipse.org,org
237,183154,message #580919,[Announce] EMFT TRANSACTION 1.0.0 I200606151710 is available,Eclipse User,http://www.eclipse.org/emft/news/release-notes.php?version=1.0.0,www.eclipse.org,org
238,183332,message #581524,Re: [OCL Tools] Downloads,Eclipse User,http://www.eclipse.org/legal/EclipseLegalProcessPoster.pdf,www.eclipse.org,org
239,186444,message #591494,HowTo reference definitions in multiple schemas,Tim Almdal,http://Exception.www.ibm.com,Exception.www.ibm.com,com
240,188575,message #598207,Ganttchart 2.0 NIGHTLY Summary?,xsenia ,http://www.hexapixel.com/files/nightly/,www.hexapixel.com,com
241,190225,message #603405,PDE Documentation,Ilyas Keser,http://wiki.eclipse.org/PDE/User_Guide,wiki.eclipse.org,org
242,190389,message #603981,newbie at plug in development,Ankur Sharma,http://www.eclipse.org/articles/Article-VE-Custom-Widget/customwidget.html,www.eclipse.org,org
243,190535,message #604481,Statistics of most frequently used plug-ins?,Prakash G.R.,http://www.eclipse.org/org/usagedata/usage.php,www.eclipse.org,org
244,191494,message #607545,EclipseUML 2008 Studio has been releaed,Vlad Varnica,http://www.uml2.org/download_studio_eclipse_3.4.html,www.uml2.org,org
245,191774,message #608512,Virgo milestone 4 has shipped,Glyn Normington,http://blog.springsource.com/2010/09/03/virgo-milestone-4-ships/,blog.springsource.com,com
246,192660,message #612078,Infinite recursion when deploying jsf-project to JBOSS 4.2,Florian Reiser,http://www.w3.org/2001/XMLSchema-instance,www.w3.org,org
247,193908,message #616761,"[ANN] Looking for help: Visual XForms editor, OpenMRS and fighting the AIDS pandemic in Africa",Philippe Ombredanne,http://labs.jboss.org/drools/,labs.jboss.org,org
248,194328,message #618294,ECF + EMF,Scott Lewis,http://research.sun.com/techrep/1994/abstract-29.html,research.sun.com,com
249,194919,message #620686,[Announce] EMFT COMPARE 0.9.0 I200902250359 is available,Cedric Brun,http://www.eclipse.org/modeling/emft/downloads/?project=compare&showAll=1&hlbuild=I200902250359#I200902250359,www.eclipse.org,org
250,196211,message #625383,UML diagram validation,Dimitrios Kolovos,http://dev.eclipse.org/svnroot/modeling/org.eclipse.gmt.epsilon/trunk/plugins/org.eclipse.epsilon.evl.emf.validation/src/org/eclipse/epsilon/evl/emf/validation/CompositeEValidator.java,dev.eclipse.org,org
251,196358,message #625801,Helios is out.. where are the UML2 Tools?,Ed Willink,http://wiki.eclipse.org/MDT/OCL/FAQ#How_do_I_workaround_org.eclipse.emf.ocl_deprecation_in_Helios_and_later.3F,wiki.eclipse.org,org
252,197639,message #630207,P2 located in SVN,Thomas Hallgren,https://svn.rowini.net/svnrep/cana/trunk/SE_Implementation/Product/p2/com.csg.crs.carat.p2.update/content.xml,svn.rowini.net,net
253,198224,message #632082,"Failed to start test application with ""Application Error"" message",Ketan Padegaonkar,http://wiki.eclipse.org/SWTBot/Troubleshooting,wiki.eclipse.org,org
254,198750,message #633894,Cannot get remote repository refs,lanz ,http://wiki.eclipse.org/EGit/User_Guide,wiki.eclipse.org,org
255,198943,message #634534,Table Double Click  another view has to Change,Paul Webster,http://wiki.eclipse.org/Platform_Expression_Framework,wiki.eclipse.org,org
256,199929,message #638022,[buckminster-dev] Newbie to Buckminster,Eclipse User,http://schemas.openxmlformats.org/package/2006/digital-sig=,schemas.openxmlformats.org,org
257,200268,message #639106,Register a PreferencePage at runtime?,Paul Webster,http://wiki.eclipse.org/Menu_Contributions,wiki.eclipse.org,org
258,200445,message #639766,[CDO] Offline mode in an SVN like manner,Eike Stepper,http://twitter.com/eikestepper,twitter.com,com
259,200928,message #641545,Menu visibility control,Paul Webster,http://wiki.eclipse.org/Menus_Extension_Mapping,wiki.eclipse.org,org
260,201363,message #643149,Runtime connection string problem,Shahab ,http://www.eclipse.org/forums/index.php?t=tree&th=197797&S=10362157421a2a3c81ba12fc9c9376cd#page_top,www.eclipse.org,org
261,201657,message #644223,Is the XMI file generated by EMF standard and can be opened with other UML tools?,Rafael Chaves,http://abstratt.com,abstratt.com,com
262,201855,message #644950,overridden method with generic method not found in search,Paul Webster,http://help.eclipse.org/galileo/index.jsp?topic=/org.eclipse.platform.doc.isv/guide/workbench.htm,help.eclipse.org,org
263,202872,message #648303,Widget <-> View (ID),Paul Webster,http://wiki.eclipse.org/Platform_Expression_Framework,wiki.eclipse.org,org
264,203739,message #651386,Drwaing edges between edges,Ralph Gerbig,http://www.eclipse.org/forums/index.php?t=msg&goto=644502&S=ae2b071a42a720120d39219b6d0da1f0#msg_644502,www.eclipse.org,org
265,204095,message #652626,multiple JAAS call-backs for RAP login,Ralf Sternberg,http://eclipsesource.com/blogs/,eclipsesource.com,com
266,204355,message #653511,Wrong version of org.eclipse.core.resources bundle in the 3.6.1 p2 repository?,Paul Webster,http://wiki.eclipse.org/Menus_Extension_Mapping,wiki.eclipse.org,org
267,207102,message #663066,how do i add a combo to a grid?,Daniel KrÃ¼gler,http://www.vogella.de/articles/EclipseJFaceTable/article.html,www.vogella.de,de
268,207345,message #663884,[Acceleo] Parameters of one operation,Stephane Begaudeau,http://stephanebegaudeau.tumblr.com,stephanebegaudeau.tumblr.com,com
269,207796,message #665639,CheckoutConflictException during Pull,Stefan Lay,http://www.kernel.org/pub/software/scm/git/docs/git-merge.html,www.kernel.org,org
270,207937,message #666076,Syntax coloring problem,Mike Waters,http://java.sun.com/,java.sun.com,com
271,207947,message #666110,merge flags all files as modified,Matthias Sohn,http://www.kernel.org/pub/software/scm/git/docs/git-config.html,www.kernel.org,org
272,208613,message #668331,Constraints on a dynamic model?,Dan Pollitt,http://www.eclipse.org/emf/2003/XMLType#//NonPositiveInteger,www.eclipse.org,org
273,210095,message #673668,Generation with Acceleo failed since 3.1.0M7 but worked for 3.1.0M6a,Stephane Begaudeau,http://docs.obeonetwork.com/acceleo,docs.obeonetwork.com,com
274,210301,message #674683,Hyperlink/bookmark not working,Jason Weathersby,http://www.eclipse.org/datatools/connectivity/oda/design,www.eclipse.org,org
275,212288,message #681792,stdio.h,Axel Mueller,http://help.eclipse.org/helios/topic/org.eclipse.cdt.doc.user/concepts/cdt_c_before_you_begin.htm,help.eclipse.org,org
276,214404,message #685871,How to run the code generator from another eclipse instance,john doe,http://www.eclipse.org/Xtext/documentation/latest/xtext.html#projectwizard,www.eclipse.org,org
277,214891,message #687318,(no subject),saurav sarkar,http://codifyit.blogspot.com/,codifyit.blogspot.com,blogspot.com
278,218204,message #692695,JavaValidator Xtext 2.0 Migration,JJ Mising name,http://www.canappi.com/metamodels/mdsl/MDsl,www.canappi.com,com
279,222324,message #699396,New RAP timeout message,Ralf Sternberg,http://eclipsesource.com/services/rap/,eclipsesource.com,com
280,225382,message #703351,Newbie - Input-Field with Sample-App,Alexandra Schladebeck,http://help.eclipse.org/indigo/topic/org.eclipse.jubula.client.ua.help/html/manual/node155.html,help.eclipse.org,org
281,230819,message #709937,Kenyan Scientists Plan Use Of Mobile Phone To Fight Diseases,Werner Keil,http://bit.ly/pigyHG,bit.ly,ly
282,237883,message #720955,CVC-complex-type.5.2 error message that nobody seems to be able to understand...,Ed Merks,http://schemas.xmlsoap.org/wsdl/soap/,schemas.xmlsoap.org,org
283,238471,message #722121,Using xText content assist from an proprietary plugin,Sebastian Zarnekow,http://git.eclipse.org/c/tmf/org.eclipse.xtext.git/tree/plugins/org.eclipse.xtext.ui.codetemplates.ui/src/org/eclipse/xtext/ui/codetemplates/ui/contentassist/CodetemplatesProposalProvider.java#n302,git.eclipse.org,org
284,239877,message #724900,error during startup,Shaun Smith,http://wiki.eclipse.org/EclipseLink/Examples/OSGi,wiki.eclipse.org,org
285,243684,message #731678,The simplest ECL + EML example,Dimitris Kolovos,http://eclipse.org/gmt/epsilon/examples/index.php?example=org.eclipse.epsilon.examples.oomerging,eclipse.org,org
286,243903,message #732107,[CDO] Integrating authentication and authorization into the CDO server,techteam,https://bugs.eclipse.org/bugs/show_bug.cgi?id=277075#c8,bugs.eclipse.org,org
287,261590,message #754950,error &quot;Could not serialize EObject via backtracking&quot;,Lorenzo Bettini,http://www.purplesucker.com,www.purplesucker.com,com
288,287477,message #793531,How to add copyright headers to generated sources,Sebastian Zarnekow,http://xtext.itemis.com,xtext.itemis.com,com
289,291021,message #797886,Javascript error: VML._copyData: source or target missing.,Ivan Furnadjiev,http://eclipsesource.com/blogs/,eclipsesource.com,com
290,295499,message #803278,Using an Xtext editor for maninpulating an Ecore model,Jan Koehnlein,http://xtext.itemis.com,xtext.itemis.com,com
291,297736,message #806143,Papyrus source code,Ed Willink,http://download.eclipse.org/modeling/mdt/papyrus/updates/nightly/kepler,download.eclipse.org,org
292,362166,message #886434,Xtext,Lorenzo Bettini,http://www.lorenzobettini.it,www.lorenzobettini.it,it
293,365218,message #890161,Investigating OSGi and Virgo,ronald Mising name,http://eclipse.org/virgo/download/,eclipse.org,org
294,366413,message #891887,Pathnames in Makefiles,Klaus km,http://stackoverflow.com/questions/3997152/getting-eclipse-cdt-to-use-relative-include-paths-in-generated-makefiles,stackoverflow.com,com
295,366579,message #892528,Buckminster for Eclipse 4.2 (Juno) is now available,Lorenzo Bettini,http://www.eclipse.org/buckminster/downloads.html,www.eclipse.org,org
296,368486,message #898376,Target Platform in Buckminster,chavi  ,http://wiki.eclipse.org/Steps_to_use_Fragments_to_patch_a_plug-in,wiki.eclipse.org,org
297,370019,message #903674,EMF Model Update Strategy,Sven Efftinge,http://blog.efftinge.de,blog.efftinge.de,de
298,396522,message #937097,Indicator that upstream branch has updated?,Matthias Sohn,http://git-scm.com/book/ch3-5.html#Tracking-Branches,git-scm.com,com
299,430116,message #974539,Integrate external application in SWT application,Ankit Agarwal,http://www.ibm.com/developerworks/opensource/library/os-activex/#,www.ibm.com,com
300,430573,message #975056,Visualizing Android .trace file by convert it to TPTP .trcxml file,Torsten Stolpmann,http://www.eclipse.org/forums/index.php/t/152436/,www.eclipse.org,org
301,440270,message #986031,Complete OCL Debugging,Ed Willink,https://bugs.eclipse.org/bugs/show_bug.cgi?id=394660,bugs.eclipse.org,org
302,440904,message #988488,"Mechanism to provide IAdapterFactory for classes, not instances?",Dirk Fauth,http://www.vogella.com/articles/Eclipse4Renderer/article.html,www.vogella.com,com
303,441054,message #988982,e4 communication with a Virgo server,Erik Vande Velde,http://angelozerr.wordpress.com/2012/04/05/eclipse_spring_step0/,angelozerr.wordpress.com,com
304,441202,message #989531,[Xpand] Running Xpand Workflow via Equinox Launcher,Christian Dietrich,http://help.eclipse.org/indigo/index.jsp?topic=%2Forg.eclipse.emf.mwe.doc%2Fhelp%2Fworkflow_reference_workflow_configuration.html,help.eclipse.org,org
305,445381,message #995823,EMF and Large Scientific Datasets,Eike Stepper,http://thegordian.blogspot.com,thegordian.blogspot.com,blogspot.com
306,452473,message #1006762,suppress null analysis for anonymous classes (using guava),Stephan Herrmann,http://download.eclipse.org/eclipse/downloads/drops4/S-4.3M5-201301302000/news/,download.eclipse.org,org
307,452958,message #1008549,Palette configuration using Eugenia,Antonio Garcia-Dominguez,http://eclipse.org/epsilon/doc/articles/eugenia-polishing/,eclipse.org,org
308,457923,message #1016374,LDT/Wireshark: Breakpoints don't work,Simon Bernard,https://bugs.eclipse.org/bugs/show_bug.cgi?id=400337,bugs.eclipse.org,org
309,487261,message #1058035,Problem with org.eclipse.swt.widgets.TabFolder,Julia Kurde,http://nightly.mozilla.org/,nightly.mozilla.org,org
310,487665,message #1059199,Hardware recommendations for RAP server,Ralf Sternberg,http://eclipsesource.com/blogs/,eclipsesource.com,com
311,488512,message #1062249,How to launch my SWTbot tests from console?,Mickael Istria - away until August 14th,http://wiki.eclipse.org/SWTBot/Automate_test_execution#On_Jenkins,wiki.eclipse.org,org
312,489216,message #1064332,"What is the correct location for defining ""filterChainProxy""?",Violeta Georgieva,http://git.eclipse.org/c/virgo/org.eclipse.virgo.sample-greenpages.git/,git.eclipse.org,org
313,489508,message #1065404,Passing parameters to report,Michael Williams,https://bugs.eclipse.org/bugs/show_bug.cgi?id=125125,bugs.eclipse.org,org
314,523702,message #1108018,Jubula Extension,Markus Tiede,http://wiki.eclipse.org/CLA,wiki.eclipse.org,org
315,543056,message #1129630,"[Eclipse Client Platform] EReference of Type ""EObject""  throws null pointer exception",Maximilian Koegel,https://bugs.eclipse.org/bugs/show_bug.cgi?id=419116,bugs.eclipse.org,org
316,555359,message #1142797,[EMF Client Platform] Modifying content of ECPProject in non-UI thread,Edgar Mueller,http://www.eclipse.org/modeling/emf/?project=transaction,www.eclipse.org,org
317,559452,message #1147082,"[CDO] CDO Editor missing ""Live Validation""",Eike Stepper,http://twitter.com/eikestepper,twitter.com,com
318,575511,message #1164125,"Webstart , equinox launcher which parameters in JNLP file",Christophe Bouhier,http://www.netxforge.com/demo/plugins/org.eclipse.help.webapp_3.6.200.v20130514-1258.jar,www.netxforge.com,com
319,575511,message #1164125,"Webstart , equinox launcher which parameters in JNLP file",Jonas Helming,http://www.netxforge.com/demo/plugins/com.netxforge.netxstudio.models.export_1.0.0,www.netxforge.com,com
320,583136,message #1172067,Bogus API Errors?,Eike Stepper,http://thegordian.blogspot.com,thegordian.blogspot.com,blogspot.com
321,593010,message #1182600,Tab key in RAP,Matthias Nick,https://bugs.eclipse.org/bugs/show_bug.cgi?id=421829,bugs.eclipse.org,org
322,627844,message #1219005,Exceptions at startup when running test workspace from IDE,Markus Oley,http://www.vsa.de/marvin/dsl/workflowcommon/0.1,www.vsa.de,de
323,628376,message #1220801,New Project Proposal: Californium,Wayne Beaton,http://www.eclipse.org/proposals/technology.californium/,www.eclipse.org,org
324,632519,message #1225713,inconsistent xtext version ranges for binary dependencies during materialization,Lorenzo Bettini,http://imageshack.com/a/img89/3310/04d8.png,imageshack.com,com
325,635631,message #1229396,How to document inherit relation,Simon Bernard,http://eclipse.org/koneki/ldt/,eclipse.org,org
326,637922,message #1232247,How can i set save option for element as QualifiedName ?,Ed Merks,http://www.mdd4cca.com/msf/content/Content,www.mdd4cca.com,com
327,641633,message #1236804,What happened to the 1.7 support?,Igor Vinnykov,http://community.polarion.com/projects/subversive/download/eclipse/4.0/update-site/,community.polarion.com,com
328,652157,message #1248740,Exporting DSL Plugins as Eclipse Product,Christoph Kulla,https://github.com/ckulla/xtext-tycho-example/tree/master/releng/org.xtext.example.mydsl.product,github.com,com
329,659096,message #1256305,How to get rid of Tycho's downloading of p2.indexes on every build,Joerg Reichert,http://code.google.com/a/eclipselabs.org/p/spray/source/browse/releng/org.eclipselabs.spray.repository/pom.xml,code.google.com,com
330,667901,message #1265995,Got NPE on Marshall with JAX-RS and multi requests,Blaise Doughan,http://bugs.eclipse.org/404951,bugs.eclipse.org,org
331,678768,message #1278392,How to pass object to the Xtext plugin,Christian Dietrich,http://xtext.itemis.com,xtext.itemis.com,com
332,687158,message #1287432,ECP Static UI widgets into Editor,Eugen Neufeld,http://eclipsesource.com/blogs/tutorials/emf-forms-view-model-elements/#customcontrols,eclipsesource.com,com
333,748640,message #1350708,Xtext -> Xcore -> Xtext,Andrew Clark,http://www.xtext.org/example/bar/Bar,www.xtext.org,org
334,781415,message #1384790,Xtext integration into Papyrus PopupEditor,Davincho Huevada,http://dev.eclipse.org/svnroot/modeling/org.eclipse.mdt.papyrus/trunk/doc/DevelopperDocuments/How-To/PapyrusDevelopperTutorial_OnXtext_v0%206_d2011-01-10.odt,dev.eclipse.org,org
335,781782,message #1386051,FX Application startup & threads,Thomas Schindl,https://bugs.eclipse.org/bugs/show_bug.cgi?id=437642,bugs.eclipse.org,org
336,790652,message #1396809,Two input models in Acceleo,Habtamu Tolera,http://www.mm1.nl/1.0,www.mm1.nl,nl
337,805099,message #1414980,AngularJS support for PHP,Kaloyan Raev,https://wiki.eclipse.org/Development_Resources/HOWTO/Starting_A_New_Project,wiki.eclipse.org,org
338,805355,message #1415317,[SOLVED] Re: Cannot record test case in my AUT,Ivan Inozemtsev,https://eclipse.org/rcptt/download,eclipse.org,org
339,844956,message #1460384,Custom OCL messages,Ed Willink,http://help.eclipse.org/juno/index.jsp?topic=%2Forg.eclipse.ocl.doc%2Fhelp%2FIntegration.html&cp=49_1_7,help.eclipse.org,org
340,847547,message #1463236,"[Feature] Draw table cells also for ""empty"" cells",Pierre-Charles David,https://bugs.eclipse.org/bugs/enter_bug.cgi?product=Sirius,bugs.eclipse.org,org
341,851825,message #1467755,Auto Resize Nodes which are defined as Square Style,Esteban Dugueperoux,http://www.obeodesigner.com/sirius,www.obeodesigner.com,com
342,853379,message #1469464,Differences evaluating an OCL expression using Interactive OCL Console and xText Interactive Console,Toñi Reina,http://bugreport.sun.com/bugreport/,bugreport.sun.com,com
343,873318,message #1490775,Problem with isJavaEnabled(),Sebastian Zarnekow,http://xtext.itemis.com,xtext.itemis.com,com
344,1065753,message #1692425,Kura Data(Persistence service) performance,David Woodard,http://download.eclipse.org/kura/releases/1.1.0/docs/apidocs/org/eclipse/kura/db/DbService.html,download.eclipse.org,org
345,1065972,message #1693344,BEST PRACTISE: Referencing Entities in persistence.xml (JAVA SE)?,Will Dazey,https://www.eclipse.org/eclipselink/documentation/2.6/concepts/app_dev001.htm#BGBHFFAG,www.eclipse.org,org
346,1066966,message #1696750,SWT browser not rendering until shell resize on mac,Kiran Kumnoor,http://eclipse.org,eclipse.org,org
347,1067241,message #1697689,Re: [buckminster-dev] download buckminster headless issue,Thomas Hallgren,https://wiki.eclipse.org/Eclipse_b3/aggregator/manual,wiki.eclipse.org,org
348,1067501,message #1698526,How to prevent traversal of objects (part 2),Zoltan Ujhelyi,http://git.eclipse.org/c/incquery/org.eclipse.incquery.git/tree/tests/org.eclipse.incquery.testing.core/src/org/eclipse/incquery/testing/core/QueryPerformanceTest.xtend,git.eclipse.org,org
349,1067602,message #1698901,Mac OS - Unable to record a test - Socket is closed,Axel RICHARD,http://download.eclipse.org/rcptt/nightly/2.0.0/latest/full/repository,download.eclipse.org,org
350,1067638,message #1698999,Heads Up: Installer might not restart automatically after the next self-update,Eike Stepper,https://bugs.eclipse.org/bugs/show_bug.cgi?id=470080,bugs.eclipse.org,org
351,1068248,message #1701039,Is RCPTT work with indigo version,Parag Bhalerao,https://repo.eclipse.org/content/repositories/rcptt-snapshots/org/eclipse/rcptt/runner/rcptt.runner/2.1.0-SNAPSHOT/maven-metadata.xml,repo.eclipse.org,org
352,1069806,message #1706644,How to Use Wild-card Filter Support in NatTable,Dirk Fauth,https://bugs.eclipse.org/bugs/show_bug.cgi?id=476348,bugs.eclipse.org,org
353,1070095,message #1707582,Error won't go away.,Roberts Ruskuls,http://forum,forum,
354,1071795,message #1713409,[GEF4] ScrollPaneEx overlap other widgets,Alexander Nyssen,https://bugs.eclipse.org/bugs/show_bug.cgi?id=479395,bugs.eclipse.org,org
355,1071972,message #1713963,Support for Cobol (Copybook) ?,Preetam Palwe,https://www.eclipse.org/forums/index.php/t/181550/,www.eclipse.org,org
356,1072365,message #1715338,Having trouble following NI myRIO tutorial,David Vavra,http://www.mingw.org/wiki/howto_install_the_mingw_gcc_compiler_suite,www.mingw.org,org
357,1072744,message #1716522,Viewpoint Selection -  no viewpoint available,Steve Monnier,https://wiki.eclipse.org/images/c/c2/Sirius_4mtuto_17.png,wiki.eclipse.org,org
358,1073215,message #1718164,Sharing the same domain between different diagrams,Rafhael Cunha,http://www.eclipse.org/emf/2002/Ecore,www.eclipse.org,org
359,1074584,message #1722735,TTCN Titan Testport for socketCAN,Elemer Lelik,https://www.eclipse.org/forums/index.php/t/1071394/,www.eclipse.org,org
360,1077906,message #1733581,Unicode support,Denis Nikiforov,https://github.com/AresEkb/ocl_unicode_test,github.com,com
361,1078051,message #1734019,[ANN] RAP 3.1 RC3 published,Markus Knauer,https://bugs.eclipse.org/bugs/show_bug.cgi?id=495117,bugs.eclipse.org,org
